,id,home,away,exhibition,season,variable,change
34556,1406,ANTALYASPOR A.Ş.,BEŞİKTAŞ A.Ş.,ANTALYASPOR A.Ş. - BEŞİKTAŞ A.Ş.,2017/18,a_in1,TOLGAY ALİ ARSLAN 69
34839,1689,ANTALYASPOR A.Ş.,BEŞİKTAŞ A.Ş.,ANTALYASPOR A.Ş. - BEŞİKTAŞ A.Ş.,2015/16,a_in1,CENK TOSUN 79
35396,296,ANTALYASPOR A.Ş.,BEŞİKTAŞ A.Ş.,ANTALYASPOR A.Ş. - BEŞİKTAŞ A.Ş.,2018/19,a_in2,SHINJI KAGAWA 81.dk
36307,1207,ANTALYASPOR A.Ş.,BEŞİKTAŞ A.Ş.,ANTALYASPOR A.Ş. - BEŞİKTAŞ A.Ş.,2016/17,a_in2,NECİP UYSAL 59.dk
36506,1406,ANTALYASPOR A.Ş.,BEŞİKTAŞ A.Ş.,ANTALYASPOR A.Ş. - BEŞİKTAŞ A.Ş.,2017/18,a_in2,JEREMAIN MARCIANO LENS 83.dk
36789,1689,ANTALYASPOR A.Ş.,BEŞİKTAŞ A.Ş.,ANTALYASPOR A.Ş. - BEŞİKTAŞ A.Ş.,2015/16,a_in2,MUSTAFA PEKTEMEK 86.dk
11996,296,ANTALYASPOR A.Ş.,BEŞİKTAŞ A.Ş.,ANTALYASPOR A.Ş. - BEŞİKTAŞ A.Ş.,2018/19,a_out0,CANER ERKİN 58
12907,1207,ANTALYASPOR A.Ş.,BEŞİKTAŞ A.Ş.,ANTALYASPOR A.Ş. - BEŞİKTAŞ A.Ş.,2016/17,a_out0,RICARDO ANDRADE QUARESMA BERNARDO 57
13106,1406,ANTALYASPOR A.Ş.,BEŞİKTAŞ A.Ş.,ANTALYASPOR A.Ş. - BEŞİKTAŞ A.Ş.,2017/18,a_out0,CANER ERKİN 76
13389,1689,ANTALYASPOR A.Ş.,BEŞİKTAŞ A.Ş.,ANTALYASPOR A.Ş. - BEŞİKTAŞ A.Ş.,2015/16,a_out0,RICARDO ANDRADE QUARESMA BERNARDO 69
13946,296,ANTALYASPOR A.Ş.,BEŞİKTAŞ A.Ş.,ANTALYASPOR A.Ş. - BEŞİKTAŞ A.Ş.,2018/19,a_out1,GÜVEN YALÇIN 68
14857,1207,ANTALYASPOR A.Ş.,BEŞİKTAŞ A.Ş.,ANTALYASPOR A.Ş. - BEŞİKTAŞ A.Ş.,2016/17,a_out1,ADRIANO CORREIA CLARO 70
15056,1406,ANTALYASPOR A.Ş.,BEŞİKTAŞ A.Ş.,ANTALYASPOR A.Ş. - BEŞİKTAŞ A.Ş.,2017/18,a_out1,OĞUZHAN ÖZYAKUP 69
15339,1689,ANTALYASPOR A.Ş.,BEŞİKTAŞ A.Ş.,ANTALYASPOR A.Ş. - BEŞİKTAŞ A.Ş.,2015/16,a_out1,OĞUZHAN ÖZYAKUP 79
15896,296,ANTALYASPOR A.Ş.,BEŞİKTAŞ A.Ş.,ANTALYASPOR A.Ş. - BEŞİKTAŞ A.Ş.,2018/19,a_out2,ADEM LJAJIC 81.dk
16807,1207,ANTALYASPOR A.Ş.,BEŞİKTAŞ A.Ş.,ANTALYASPOR A.Ş. - BEŞİKTAŞ A.Ş.,2016/17,a_out2,ANDERSON SOUZA CONCEIÇAO 59.dk
17006,1406,ANTALYASPOR A.Ş.,BEŞİKTAŞ A.Ş.,ANTALYASPOR A.Ş. - BEŞİKTAŞ A.Ş.,2017/18,a_out2,RYAN GUNO BABEL 83.dk
17289,1689,ANTALYASPOR A.Ş.,BEŞİKTAŞ A.Ş.,ANTALYASPOR A.Ş. - BEŞİKTAŞ A.Ş.,2015/16,a_out2,MARIO GOMEZ GARCIA 86.dk
21746,296,ANTALYASPOR A.Ş.,BEŞİKTAŞ A.Ş.,ANTALYASPOR A.Ş. - BEŞİKTAŞ A.Ş.,2018/19,h_in0,ALFREDO KULEMBE RIBEIRO 46
22657,1207,ANTALYASPOR A.Ş.,BEŞİKTAŞ A.Ş.,ANTALYASPOR A.Ş. - BEŞİKTAŞ A.Ş.,2016/17,h_in0,SERDAR ÖZKAN 90+3
22856,1406,ANTALYASPOR A.Ş.,BEŞİKTAŞ A.Ş.,ANTALYASPOR A.Ş. - BEŞİKTAŞ A.Ş.,2017/18,h_in0,SAKIB AYTAÇ 60
23139,1689,ANTALYASPOR A.Ş.,BEŞİKTAŞ A.Ş.,ANTALYASPOR A.Ş. - BEŞİKTAŞ A.Ş.,2015/16,h_in0,SERDAR ÖZKAN 57
23696,296,ANTALYASPOR A.Ş.,BEŞİKTAŞ A.Ş.,ANTALYASPOR A.Ş. - BEŞİKTAŞ A.Ş.,2018/19,h_in1,AMILTON MINERVINO DA SILVA 46
24607,1207,ANTALYASPOR A.Ş.,BEŞİKTAŞ A.Ş.,ANTALYASPOR A.Ş. - BEŞİKTAŞ A.Ş.,2016/17,h_in1,MOSTAPHA EL KABIR 46
24806,1406,ANTALYASPOR A.Ş.,BEŞİKTAŞ A.Ş.,ANTALYASPOR A.Ş. - BEŞİKTAŞ A.Ş.,2017/18,h_in1,HARUN ALPSOY 76
25089,1689,ANTALYASPOR A.Ş.,BEŞİKTAŞ A.Ş.,ANTALYASPOR A.Ş. - BEŞİKTAŞ A.Ş.,2015/16,h_in1,LAMİNE DIARRA 82
25646,296,ANTALYASPOR A.Ş.,BEŞİKTAŞ A.Ş.,ANTALYASPOR A.Ş. - BEŞİKTAŞ A.Ş.,2018/19,h_in2,MEVLÜT ERDİNÇ 74.dk
26557,1207,ANTALYASPOR A.Ş.,BEŞİKTAŞ A.Ş.,ANTALYASPOR A.Ş. - BEŞİKTAŞ A.Ş.,2016/17,h_in2,YEKTA KURTULUŞ 87.dk
26756,1406,ANTALYASPOR A.Ş.,BEŞİKTAŞ A.Ş.,ANTALYASPOR A.Ş. - BEŞİKTAŞ A.Ş.,2017/18,h_in2,LUIS FRANCISCO GRANDO 83.dk
27039,1689,ANTALYASPOR A.Ş.,BEŞİKTAŞ A.Ş.,ANTALYASPOR A.Ş. - BEŞİKTAŞ A.Ş.,2015/16,h_in2,EMRE AKBABA 46.dk
296,296,ANTALYASPOR A.Ş.,BEŞİKTAŞ A.Ş.,ANTALYASPOR A.Ş. - BEŞİKTAŞ A.Ş.,2018/19,h_out0,BAHADIR ÖZTÜRK 46
1207,1207,ANTALYASPOR A.Ş.,BEŞİKTAŞ A.Ş.,ANTALYASPOR A.Ş. - BEŞİKTAŞ A.Ş.,2016/17,h_out0,SAMUEL ETO O FILS 90+3
1406,1406,ANTALYASPOR A.Ş.,BEŞİKTAŞ A.Ş.,ANTALYASPOR A.Ş. - BEŞİKTAŞ A.Ş.,2017/18,h_out0,MUSA NİZAM 60
1689,1689,ANTALYASPOR A.Ş.,BEŞİKTAŞ A.Ş.,ANTALYASPOR A.Ş. - BEŞİKTAŞ A.Ş.,2015/16,h_out0,EMRAH BAŞSAN 57
2246,296,ANTALYASPOR A.Ş.,BEŞİKTAŞ A.Ş.,ANTALYASPOR A.Ş. - BEŞİKTAŞ A.Ş.,2018/19,h_out1,BOZA JEAN ARMEL DROLE 46
3157,1207,ANTALYASPOR A.Ş.,BEŞİKTAŞ A.Ş.,ANTALYASPOR A.Ş. - BEŞİKTAŞ A.Ş.,2016/17,h_out1,MACIEL SOUSA CAMPOS RİCHARD DANILO 46
3356,1406,ANTALYASPOR A.Ş.,BEŞİKTAŞ A.Ş.,ANTALYASPOR A.Ş. - BEŞİKTAŞ A.Ş.,2017/18,h_out1,MOSTAPHA EL KABIR 76
3639,1689,ANTALYASPOR A.Ş.,BEŞİKTAŞ A.Ş.,ANTALYASPOR A.Ş. - BEŞİKTAŞ A.Ş.,2015/16,h_out1,SAMUEL ETO O FILS 82
4196,296,ANTALYASPOR A.Ş.,BEŞİKTAŞ A.Ş.,ANTALYASPOR A.Ş. - BEŞİKTAŞ A.Ş.,2018/19,h_out2,ALY CİSSOKHO 74
5107,1207,ANTALYASPOR A.Ş.,BEŞİKTAŞ A.Ş.,ANTALYASPOR A.Ş. - BEŞİKTAŞ A.Ş.,2016/17,h_out2,CHARLES FERNANDO BASILIO DA SILVA 87
5306,1406,ANTALYASPOR A.Ş.,BEŞİKTAŞ A.Ş.,ANTALYASPOR A.Ş. - BEŞİKTAŞ A.Ş.,2017/18,h_out2,MACIEL SOUSA CAMPOS RİCHARD DANILO 83
5589,1689,ANTALYASPOR A.Ş.,BEŞİKTAŞ A.Ş.,ANTALYASPOR A.Ş. - BEŞİKTAŞ A.Ş.,2015/16,h_out2,JEAN II MAKOUN 46
6146,296,ANTALYASPOR A.Ş.,BEŞİKTAŞ A.Ş.,ANTALYASPOR A.Ş. - BEŞİKTAŞ A.Ş.,2018/19,h_out3,
7057,1207,ANTALYASPOR A.Ş.,BEŞİKTAŞ A.Ş.,ANTALYASPOR A.Ş. - BEŞİKTAŞ A.Ş.,2016/17,h_out3,
7256,1406,ANTALYASPOR A.Ş.,BEŞİKTAŞ A.Ş.,ANTALYASPOR A.Ş. - BEŞİKTAŞ A.Ş.,2017/18,h_out3,
7539,1689,ANTALYASPOR A.Ş.,BEŞİKTAŞ A.Ş.,ANTALYASPOR A.Ş. - BEŞİKTAŞ A.Ş.,2015/16,h_out3,
31590,390,ANTALYASPOR A.Ş.,BTC TURK YENİ MALATYASPOR,ANTALYASPOR A.Ş. - BTC TURK YENİ MALATYASPOR,2019/20,a_in0,ERKAN KAŞ 62
33540,390,ANTALYASPOR A.Ş.,BTC TURK YENİ MALATYASPOR,ANTALYASPOR A.Ş. - BTC TURK YENİ MALATYASPOR,2019/20,a_in1,EREN TOZLU 68
35490,390,ANTALYASPOR A.Ş.,BTC TURK YENİ MALATYASPOR,ANTALYASPOR A.Ş. - BTC TURK YENİ MALATYASPOR,2019/20,a_in2,MURAT YILDIRIM 62.dk
12090,390,ANTALYASPOR A.Ş.,BTC TURK YENİ MALATYASPOR,ANTALYASPOR A.Ş. - BTC TURK YENİ MALATYASPOR,2019/20,a_out0,SAKIB AYTAÇ 62
14040,390,ANTALYASPOR A.Ş.,BTC TURK YENİ MALATYASPOR,ANTALYASPOR A.Ş. - BTC TURK YENİ MALATYASPOR,2019/20,a_out1,MİTCHELL GLENN DONALD 68
15990,390,ANTALYASPOR A.Ş.,BTC TURK YENİ MALATYASPOR,ANTALYASPOR A.Ş. - BTC TURK YENİ MALATYASPOR,2019/20,a_out2,GHAYLEN CHAALELI 62.dk
21840,390,ANTALYASPOR A.Ş.,BTC TURK YENİ MALATYASPOR,ANTALYASPOR A.Ş. - BTC TURK YENİ MALATYASPOR,2019/20,h_in0,LUIS FRANCISCO GRANDO 74
23790,390,ANTALYASPOR A.Ş.,BTC TURK YENİ MALATYASPOR,ANTALYASPOR A.Ş. - BTC TURK YENİ MALATYASPOR,2019/20,h_in1,PAUL OMO MUKAIRU 82
25740,390,ANTALYASPOR A.Ş.,BTC TURK YENİ MALATYASPOR,ANTALYASPOR A.Ş. - BTC TURK YENİ MALATYASPOR,2019/20,h_in2,JACINTO MUONDO DALA 68.dk
390,390,ANTALYASPOR A.Ş.,BTC TURK YENİ MALATYASPOR,ANTALYASPOR A.Ş. - BTC TURK YENİ MALATYASPOR,2019/20,h_out0,UFUK AKYOL 74
2340,390,ANTALYASPOR A.Ş.,BTC TURK YENİ MALATYASPOR,ANTALYASPOR A.Ş. - BTC TURK YENİ MALATYASPOR,2019/20,h_out1,AMILTON MINERVINO DA SILVA 82
4290,390,ANTALYASPOR A.Ş.,BTC TURK YENİ MALATYASPOR,ANTALYASPOR A.Ş. - BTC TURK YENİ MALATYASPOR,2019/20,h_out2,GUSTAVO EZEQUIEL BLANCO LESCHUK 68
6240,390,ANTALYASPOR A.Ş.,BTC TURK YENİ MALATYASPOR,ANTALYASPOR A.Ş. - BTC TURK YENİ MALATYASPOR,2019/20,h_out3,
31345,145,ANTALYASPOR A.Ş.,BURSASPOR,ANTALYASPOR A.Ş. - BURSASPOR,2018/19,a_in0,IASMIN LATOVLEVICI 67
32294,1094,ANTALYASPOR A.Ş.,BURSASPOR,ANTALYASPOR A.Ş. - BURSASPOR,2016/17,a_in0,RICARDO WILLIAM FATY 42
32673,1473,ANTALYASPOR A.Ş.,BURSASPOR,ANTALYASPOR A.Ş. - BURSASPOR,2017/18,a_in0,DELARGE DZON 62
32927,1727,ANTALYASPOR A.Ş.,BURSASPOR,ANTALYASPOR A.Ş. - BURSASPOR,2015/16,a_in0,DANY ACHILLE NOUNKEU TCHOUNKEU 20
33295,145,ANTALYASPOR A.Ş.,BURSASPOR,ANTALYASPOR A.Ş. - BURSASPOR,2018/19,a_in1,BURAK KAPACAK 78
34244,1094,ANTALYASPOR A.Ş.,BURSASPOR,ANTALYASPOR A.Ş. - BURSASPOR,2016/17,a_in1,FURKAN SOYALP 46
34623,1473,ANTALYASPOR A.Ş.,BURSASPOR,ANTALYASPOR A.Ş. - BURSASPOR,2017/18,a_in1,MOUSSA SOW 72
34877,1727,ANTALYASPOR A.Ş.,BURSASPOR,ANTALYASPOR A.Ş. - BURSASPOR,2015/16,a_in1,MIROSLAV STOCH 76
35245,145,ANTALYASPOR A.Ş.,BURSASPOR,ANTALYASPOR A.Ş. - BURSASPOR,2018/19,a_in2,FURKAN SOYALP 89.dk
36194,1094,ANTALYASPOR A.Ş.,BURSASPOR,ANTALYASPOR A.Ş. - BURSASPOR,2016/17,a_in2,EMRE TAŞDEMİR 87.dk
36573,1473,ANTALYASPOR A.Ş.,BURSASPOR,ANTALYASPOR A.Ş. - BURSASPOR,2017/18,a_in2,YUSUF ERDOĞAN 81.dk
36827,1727,ANTALYASPOR A.Ş.,BURSASPOR,ANTALYASPOR A.Ş. - BURSASPOR,2015/16,a_in2,SERCAN YILDIRIM 63.dk
11845,145,ANTALYASPOR A.Ş.,BURSASPOR,ANTALYASPOR A.Ş. - BURSASPOR,2018/19,a_out0,ONUR ATASAYAR 67
12794,1094,ANTALYASPOR A.Ş.,BURSASPOR,ANTALYASPOR A.Ş. - BURSASPOR,2016/17,a_out0,ERTUĞRUL ERSOY 42
13173,1473,ANTALYASPOR A.Ş.,BURSASPOR,ANTALYASPOR A.Ş. - BURSASPOR,2017/18,a_out0,BARIŞ YARDIMCI 62
13427,1727,ANTALYASPOR A.Ş.,BURSASPOR,ANTALYASPOR A.Ş. - BURSASPOR,2015/16,a_out0,ERDEM ÖZGENÇ 20
13795,145,ANTALYASPOR A.Ş.,BURSASPOR,ANTALYASPOR A.Ş. - BURSASPOR,2018/19,a_out1,CENGİZ UMUT MERAŞ 78
14744,1094,ANTALYASPOR A.Ş.,BURSASPOR,ANTALYASPOR A.Ş. - BURSASPOR,2016/17,a_out1,SORİN BOGDAN STANCU 46
15123,1473,ANTALYASPOR A.Ş.,BURSASPOR,ANTALYASPOR A.Ş. - BURSASPOR,2017/18,a_out1,FURKAN SOYALP 72
15377,1727,ANTALYASPOR A.Ş.,BURSASPOR,ANTALYASPOR A.Ş. - BURSASPOR,2015/16,a_out1,TOMAS NECID 76
15745,145,ANTALYASPOR A.Ş.,BURSASPOR,ANTALYASPOR A.Ş. - BURSASPOR,2018/19,a_out2,HENRI GREGOIRE SAIVET 89.dk
16694,1094,ANTALYASPOR A.Ş.,BURSASPOR,ANTALYASPOR A.Ş. - BURSASPOR,2016/17,a_out2,CRISTOBAL ANDRES JORQUERA TORRES 87.dk
17073,1473,ANTALYASPOR A.Ş.,BURSASPOR,ANTALYASPOR A.Ş. - BURSASPOR,2017/18,a_out2,SORİN BOGDAN STANCU 81.dk
17327,1727,ANTALYASPOR A.Ş.,BURSASPOR,ANTALYASPOR A.Ş. - BURSASPOR,2015/16,a_out2,BALAZS DZSUDZSAK 63.dk
21595,145,ANTALYASPOR A.Ş.,BURSASPOR,ANTALYASPOR A.Ş. - BURSASPOR,2018/19,h_in0,YEKTA KURTULUŞ 26
22544,1094,ANTALYASPOR A.Ş.,BURSASPOR,ANTALYASPOR A.Ş. - BURSASPOR,2016/17,h_in0,SERDAR ÖZKAN 63
22923,1473,ANTALYASPOR A.Ş.,BURSASPOR,ANTALYASPOR A.Ş. - BURSASPOR,2017/18,h_in0,LUIS FRANCISCO GRANDO 90+3
23177,1727,ANTALYASPOR A.Ş.,BURSASPOR,ANTALYASPOR A.Ş. - BURSASPOR,2015/16,h_in0,ZACHARIE LIONEL ENGUENE ONANA 83
23545,145,ANTALYASPOR A.Ş.,BURSASPOR,ANTALYASPOR A.Ş. - BURSASPOR,2018/19,h_in1,DOĞUKAN SİNİK 72
24494,1094,ANTALYASPOR A.Ş.,BURSASPOR,ANTALYASPOR A.Ş. - BURSASPOR,2016/17,h_in1,YEKTA KURTULUŞ 70
24873,1473,ANTALYASPOR A.Ş.,BURSASPOR,ANTALYASPOR A.Ş. - BURSASPOR,2017/18,h_in1,WILLIAM VAINQUEUR 71
25127,1727,ANTALYASPOR A.Ş.,BURSASPOR,ANTALYASPOR A.Ş. - BURSASPOR,2015/16,h_in1,ÖMER HASAN ŞİŞMANOĞLU 62
25495,145,ANTALYASPOR A.Ş.,BURSASPOR,ANTALYASPOR A.Ş. - BURSASPOR,2018/19,h_in2,SERDAR ÖZKAN 58.dk
26444,1094,ANTALYASPOR A.Ş.,BURSASPOR,ANTALYASPOR A.Ş. - BURSASPOR,2016/17,h_in2,EMRE GÜRAL 77.dk
26823,1473,ANTALYASPOR A.Ş.,BURSASPOR,ANTALYASPOR A.Ş. - BURSASPOR,2017/18,h_in2,EMRE GÜRAL 85.dk
27077,1727,ANTALYASPOR A.Ş.,BURSASPOR,ANTALYASPOR A.Ş. - BURSASPOR,2015/16,h_in2,CHARLES FERNANDO BASILIO DA SILVA 75.dk
145,145,ANTALYASPOR A.Ş.,BURSASPOR,ANTALYASPOR A.Ş. - BURSASPOR,2018/19,h_out0,LUIS FRANCISCO GRANDO 26
1094,1094,ANTALYASPOR A.Ş.,BURSASPOR,ANTALYASPOR A.Ş. - BURSASPOR,2016/17,h_out0,RAMON DE MORAES MOTTA 63
1473,1473,ANTALYASPOR A.Ş.,BURSASPOR,ANTALYASPOR A.Ş. - BURSASPOR,2017/18,h_out0,DENİZ KADAH 90+3
1727,1727,ANTALYASPOR A.Ş.,BURSASPOR,ANTALYASPOR A.Ş. - BURSASPOR,2015/16,h_out0,ZEKİ YILDIRIM 83
2095,145,ANTALYASPOR A.Ş.,BURSASPOR,ANTALYASPOR A.Ş. - BURSASPOR,2018/19,h_out1,SOULEYMANE DOUKARA 72
3044,1094,ANTALYASPOR A.Ş.,BURSASPOR,ANTALYASPOR A.Ş. - BURSASPOR,2016/17,h_out1,MACIEL SOUSA CAMPOS RİCHARD DANILO 70
3423,1473,ANTALYASPOR A.Ş.,BURSASPOR,ANTALYASPOR A.Ş. - BURSASPOR,2017/18,h_out1,MILAN JEVTOVIC 71
3677,1727,ANTALYASPOR A.Ş.,BURSASPOR,ANTALYASPOR A.Ş. - BURSASPOR,2015/16,h_out1,SERGES FLAVIER MBILLA ETAME 62
4045,145,ANTALYASPOR A.Ş.,BURSASPOR,ANTALYASPOR A.Ş. - BURSASPOR,2018/19,h_out2,ALFREDO KULEMBE RIBEIRO 58
4994,1094,ANTALYASPOR A.Ş.,BURSASPOR,ANTALYASPOR A.Ş. - BURSASPOR,2016/17,h_out2,CHARLES FERNANDO BASILIO DA SILVA 77
5373,1473,ANTALYASPOR A.Ş.,BURSASPOR,ANTALYASPOR A.Ş. - BURSASPOR,2017/18,h_out2,MAICON MARQUES BITENCOURT 85
5627,1727,ANTALYASPOR A.Ş.,BURSASPOR,ANTALYASPOR A.Ş. - BURSASPOR,2015/16,h_out2,JEAN II MAKOUN 75
5995,145,ANTALYASPOR A.Ş.,BURSASPOR,ANTALYASPOR A.Ş. - BURSASPOR,2018/19,h_out3,
6944,1094,ANTALYASPOR A.Ş.,BURSASPOR,ANTALYASPOR A.Ş. - BURSASPOR,2016/17,h_out3,
7323,1473,ANTALYASPOR A.Ş.,BURSASPOR,ANTALYASPOR A.Ş. - BURSASPOR,2017/18,h_out3,
7577,1727,ANTALYASPOR A.Ş.,BURSASPOR,ANTALYASPOR A.Ş. - BURSASPOR,2015/16,h_out3,
31269,69,ANTALYASPOR A.Ş.,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,ANTALYASPOR A.Ş. - BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,2018/19,a_in0,SAMED ALİ KAYA 89
33219,69,ANTALYASPOR A.Ş.,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,ANTALYASPOR A.Ş. - BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,2018/19,a_in1,JASMIN SCUK 81
35169,69,ANTALYASPOR A.Ş.,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,ANTALYASPOR A.Ş. - BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,2018/19,a_in2,RASHAD MUHAMMED 46.dk
11769,69,ANTALYASPOR A.Ş.,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,ANTALYASPOR A.Ş. - BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,2018/19,a_out0,SAMUEL EMEM EDUOK 89
13719,69,ANTALYASPOR A.Ş.,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,ANTALYASPOR A.Ş. - BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,2018/19,a_out1,MOUSSA KONE 81
15669,69,ANTALYASPOR A.Ş.,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,ANTALYASPOR A.Ş. - BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,2018/19,a_out2,SIPHIWE LAWRENCE TSHABALALA 46.dk
21519,69,ANTALYASPOR A.Ş.,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,ANTALYASPOR A.Ş. - BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,2018/19,h_in0,HARUN ALPSOY 67
23469,69,ANTALYASPOR A.Ş.,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,ANTALYASPOR A.Ş. - BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,2018/19,h_in1,SOULEYMANE DOUKARA 73
25419,69,ANTALYASPOR A.Ş.,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,ANTALYASPOR A.Ş. - BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,2018/19,h_in2,DOĞUKAN SİNİK 83.dk
69,69,ANTALYASPOR A.Ş.,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,ANTALYASPOR A.Ş. - BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,2018/19,h_out0,YEKTA KURTULUŞ 67
2019,69,ANTALYASPOR A.Ş.,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,ANTALYASPOR A.Ş. - BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,2018/19,h_out1,SERDAR ÖZKAN 73
3969,69,ANTALYASPOR A.Ş.,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,ANTALYASPOR A.Ş. - BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,2018/19,h_out2,MEVLÜT ERDİNÇ 83
5919,69,ANTALYASPOR A.Ş.,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,ANTALYASPOR A.Ş. - BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,2018/19,h_out3,
31363,163,ANTALYASPOR A.Ş.,DEMİR GRUP SİVASSPOR,ANTALYASPOR A.Ş. - DEMİR GRUP SİVASSPOR,2018/19,a_in0,İLKER SAYAN 77
32706,1506,ANTALYASPOR A.Ş.,DEMİR GRUP SİVASSPOR,ANTALYASPOR A.Ş. - DEMİR GRUP SİVASSPOR,2017/18,a_in0,ZORO CYRIAC GOHI BI 73
33313,163,ANTALYASPOR A.Ş.,DEMİR GRUP SİVASSPOR,ANTALYASPOR A.Ş. - DEMİR GRUP SİVASSPOR,2018/19,a_in1,MUHAMMET DEMİR 67
34656,1506,ANTALYASPOR A.Ş.,DEMİR GRUP SİVASSPOR,ANTALYASPOR A.Ş. - DEMİR GRUP SİVASSPOR,2017/18,a_in1,HAKAN BİLGİÇ 89
35263,163,ANTALYASPOR A.Ş.,DEMİR GRUP SİVASSPOR,ANTALYASPOR A.Ş. - DEMİR GRUP SİVASSPOR,2018/19,a_in2,ERDOĞAN YEŞİLYURT 83.dk
36606,1506,ANTALYASPOR A.Ş.,DEMİR GRUP SİVASSPOR,ANTALYASPOR A.Ş. - DEMİR GRUP SİVASSPOR,2017/18,a_in2,MERT HAKAN YANDAŞ 62.dk
11863,163,ANTALYASPOR A.Ş.,DEMİR GRUP SİVASSPOR,ANTALYASPOR A.Ş. - DEMİR GRUP SİVASSPOR,2018/19,a_out0,ANDREI GABRIEL TORJE 77
13206,1506,ANTALYASPOR A.Ş.,DEMİR GRUP SİVASSPOR,ANTALYASPOR A.Ş. - DEMİR GRUP SİVASSPOR,2017/18,a_out0,THIEVY GUIVANE BIPFOUMA KOULOSSA 73
13813,163,ANTALYASPOR A.Ş.,DEMİR GRUP SİVASSPOR,ANTALYASPOR A.Ş. - DEMİR GRUP SİVASSPOR,2018/19,a_out1,AROUNA KONE 67
15156,1506,ANTALYASPOR A.Ş.,DEMİR GRUP SİVASSPOR,ANTALYASPOR A.Ş. - DEMİR GRUP SİVASSPOR,2017/18,a_out1,AROUNA KONE 89
15763,163,ANTALYASPOR A.Ş.,DEMİR GRUP SİVASSPOR,ANTALYASPOR A.Ş. - DEMİR GRUP SİVASSPOR,2018/19,a_out2,SERHIY RYBALKA 83.dk
17106,1506,ANTALYASPOR A.Ş.,DEMİR GRUP SİVASSPOR,ANTALYASPOR A.Ş. - DEMİR GRUP SİVASSPOR,2017/18,a_out2,ROBSON DE SOUZA 62.dk
21613,163,ANTALYASPOR A.Ş.,DEMİR GRUP SİVASSPOR,ANTALYASPOR A.Ş. - DEMİR GRUP SİVASSPOR,2018/19,h_in0,MACIEL SOUSA CAMPOS RİCHARD DANILO 51
22956,1506,ANTALYASPOR A.Ş.,DEMİR GRUP SİVASSPOR,ANTALYASPOR A.Ş. - DEMİR GRUP SİVASSPOR,2017/18,h_in0,WILLIAM VAINQUEUR 67
23563,163,ANTALYASPOR A.Ş.,DEMİR GRUP SİVASSPOR,ANTALYASPOR A.Ş. - DEMİR GRUP SİVASSPOR,2018/19,h_in1,HARUN ALPSOY 66
24906,1506,ANTALYASPOR A.Ş.,DEMİR GRUP SİVASSPOR,ANTALYASPOR A.Ş. - DEMİR GRUP SİVASSPOR,2017/18,h_in1,MUSA NİZAM 79
25513,163,ANTALYASPOR A.Ş.,DEMİR GRUP SİVASSPOR,ANTALYASPOR A.Ş. - DEMİR GRUP SİVASSPOR,2018/19,h_in2,LUIS FRANCISCO GRANDO 80.dk
26856,1506,ANTALYASPOR A.Ş.,DEMİR GRUP SİVASSPOR,ANTALYASPOR A.Ş. - DEMİR GRUP SİVASSPOR,2017/18,h_in2,MILAN JEVTOVIC 76.dk
163,163,ANTALYASPOR A.Ş.,DEMİR GRUP SİVASSPOR,ANTALYASPOR A.Ş. - DEMİR GRUP SİVASSPOR,2018/19,h_out0,MEVLÜT ERDİNÇ 51
1506,1506,ANTALYASPOR A.Ş.,DEMİR GRUP SİVASSPOR,ANTALYASPOR A.Ş. - DEMİR GRUP SİVASSPOR,2017/18,h_out0,HAKAN ÖZMERT 67
2113,163,ANTALYASPOR A.Ş.,DEMİR GRUP SİVASSPOR,ANTALYASPOR A.Ş. - DEMİR GRUP SİVASSPOR,2018/19,h_out1,DOĞUKAN SİNİK 66
3456,1506,ANTALYASPOR A.Ş.,DEMİR GRUP SİVASSPOR,ANTALYASPOR A.Ş. - DEMİR GRUP SİVASSPOR,2017/18,h_out1,SAKIB AYTAÇ 79
