,id,home,away,exhibition,season,variable,change
35795,695,GALATASARAY A.Ş.,ATAKAŞ HATAYSPOR,GALATASARAY A.Ş. - ATAKAŞ HATAYSPOR,2020/21,a_in2,GÖKHAN KARADENİZ 58
37745,695,GALATASARAY A.Ş.,ATAKAŞ HATAYSPOR,GALATASARAY A.Ş. - ATAKAŞ HATAYSPOR,2020/21,a_in3,HELDER JORGE LEAL RODRIGUES BARBOSA 83.dk
12395,695,GALATASARAY A.Ş.,ATAKAŞ HATAYSPOR,GALATASARAY A.Ş. - ATAKAŞ HATAYSPOR,2020/21,a_out0,SELİM ILGAZ 65
14345,695,GALATASARAY A.Ş.,ATAKAŞ HATAYSPOR,GALATASARAY A.Ş. - ATAKAŞ HATAYSPOR,2020/21,a_out1,AABID RAYANE 65
16295,695,GALATASARAY A.Ş.,ATAKAŞ HATAYSPOR,GALATASARAY A.Ş. - ATAKAŞ HATAYSPOR,2020/21,a_out2,ADAMA TRAORE 58
18245,695,GALATASARAY A.Ş.,ATAKAŞ HATAYSPOR,GALATASARAY A.Ş. - ATAKAŞ HATAYSPOR,2020/21,a_out3,BABAJIDE DAVID AKINTOLA 83.dk
22145,695,GALATASARAY A.Ş.,ATAKAŞ HATAYSPOR,GALATASARAY A.Ş. - ATAKAŞ HATAYSPOR,2020/21,h_in0,JESSE TAMUNOBARABOYE SEKIDIKA 70
24095,695,GALATASARAY A.Ş.,ATAKAŞ HATAYSPOR,GALATASARAY A.Ş. - ATAKAŞ HATAYSPOR,2020/21,h_in1,OGHENEKARO PETER ETEBO 80
26045,695,GALATASARAY A.Ş.,ATAKAŞ HATAYSPOR,GALATASARAY A.Ş. - ATAKAŞ HATAYSPOR,2020/21,h_in2,MUHAMMED KEREM AKTÜRKOĞLU 88
27995,695,GALATASARAY A.Ş.,ATAKAŞ HATAYSPOR,GALATASARAY A.Ş. - ATAKAŞ HATAYSPOR,2020/21,h_in3,ÖMER BAYRAM 80
29945,695,GALATASARAY A.Ş.,ATAKAŞ HATAYSPOR,GALATASARAY A.Ş. - ATAKAŞ HATAYSPOR,2020/21,h_in4,ALİ YAVUZ KOL 88.dk
695,695,GALATASARAY A.Ş.,ATAKAŞ HATAYSPOR,GALATASARAY A.Ş. - ATAKAŞ HATAYSPOR,2020/21,h_out0,OĞULCAN ÇAĞLAYAN 70
2645,695,GALATASARAY A.Ş.,ATAKAŞ HATAYSPOR,GALATASARAY A.Ş. - ATAKAŞ HATAYSPOR,2020/21,h_out1,EMRE KILINÇ 80
4595,695,GALATASARAY A.Ş.,ATAKAŞ HATAYSPOR,GALATASARAY A.Ş. - ATAKAŞ HATAYSPOR,2020/21,h_out2,EMRE AKBABA 88
6545,695,GALATASARAY A.Ş.,ATAKAŞ HATAYSPOR,GALATASARAY A.Ş. - ATAKAŞ HATAYSPOR,2020/21,h_out3,SOFIANE FEGHOULI 80
8495,695,GALATASARAY A.Ş.,ATAKAŞ HATAYSPOR,GALATASARAY A.Ş. - ATAKAŞ HATAYSPOR,2020/21,h_out4,MBAYE DIAGNE 88
10445,695,GALATASARAY A.Ş.,ATAKAŞ HATAYSPOR,GALATASARAY A.Ş. - ATAKAŞ HATAYSPOR,2020/21,h_out5,
31378,178,GALATASARAY A.Ş.,ATİKER KONYASPOR,GALATASARAY A.Ş. - ATİKER KONYASPOR,2018/19,a_in0,AMIR HADZIAHMETOVIC 80
32326,1126,GALATASARAY A.Ş.,ATİKER KONYASPOR,GALATASARAY A.Ş. - ATİKER KONYASPOR,2016/17,a_in0,DENI MILOSEVIC 65
32705,1505,GALATASARAY A.Ş.,ATİKER KONYASPOR,GALATASARAY A.Ş. - ATİKER KONYASPOR,2017/18,a_in0,ÖMER ALİ ŞAHİNER 57
33328,178,GALATASARAY A.Ş.,ATİKER KONYASPOR,GALATASARAY A.Ş. - ATİKER KONYASPOR,2018/19,a_in1,MORYKE FOFANA 72
34276,1126,GALATASARAY A.Ş.,ATİKER KONYASPOR,GALATASARAY A.Ş. - ATİKER KONYASPOR,2016/17,a_in1,BARRY JAMES DOUGLAS 81
34655,1505,GALATASARAY A.Ş.,ATİKER KONYASPOR,GALATASARAY A.Ş. - ATİKER KONYASPOR,2017/18,a_in1,ADIS JAHOVIC 66
35278,178,GALATASARAY A.Ş.,ATİKER KONYASPOR,GALATASARAY A.Ş. - ATİKER KONYASPOR,2018/19,a_in2,MUSTAPHA YATABARE 72.dk
36226,1126,GALATASARAY A.Ş.,ATİKER KONYASPOR,GALATASARAY A.Ş. - ATİKER KONYASPOR,2016/17,a_in2,RIAD BAJIC 65.dk
36605,1505,GALATASARAY A.Ş.,ATİKER KONYASPOR,GALATASARAY A.Ş. - ATİKER KONYASPOR,2017/18,a_in2,VOLKAN FINDIKLI 75.dk
11878,178,GALATASARAY A.Ş.,ATİKER KONYASPOR,GALATASARAY A.Ş. - ATİKER KONYASPOR,2018/19,a_out0,FERHAT ÖZTORUN 80
12826,1126,GALATASARAY A.Ş.,ATİKER KONYASPOR,GALATASARAY A.Ş. - ATİKER KONYASPOR,2016/17,a_out0,MARC GHISLAIN KIBONG A MBAMBA 65
13205,1505,GALATASARAY A.Ş.,ATİKER KONYASPOR,GALATASARAY A.Ş. - ATİKER KONYASPOR,2017/18,a_out0,VOLKAN ŞEN 57
13828,178,GALATASARAY A.Ş.,ATİKER KONYASPOR,GALATASARAY A.Ş. - ATİKER KONYASPOR,2018/19,a_out1,JENS JONSSON 72
14776,1126,GALATASARAY A.Ş.,ATİKER KONYASPOR,GALATASARAY A.Ş. - ATİKER KONYASPOR,2016/17,a_out1,IOAN HORA 81
15155,1505,GALATASARAY A.Ş.,ATİKER KONYASPOR,GALATASARAY A.Ş. - ATİKER KONYASPOR,2017/18,a_out1,SAMUEL ETO O FILS 66
15778,178,GALATASARAY A.Ş.,ATİKER KONYASPOR,GALATASARAY A.Ş. - ATİKER KONYASPOR,2018/19,a_out2,ADIS JAHOVIC 72.dk
16726,1126,GALATASARAY A.Ş.,ATİKER KONYASPOR,GALATASARAY A.Ş. - ATİKER KONYASPOR,2016/17,a_out2,MORYKE FOFANA 65.dk
17105,1505,GALATASARAY A.Ş.,ATİKER KONYASPOR,GALATASARAY A.Ş. - ATİKER KONYASPOR,2017/18,a_out2,DENI MILOSEVIC 75.dk
21628,178,GALATASARAY A.Ş.,ATİKER KONYASPOR,GALATASARAY A.Ş. - ATİKER KONYASPOR,2018/19,h_in0,MUĞDAT ÇELİK 67
22576,1126,GALATASARAY A.Ş.,ATİKER KONYASPOR,GALATASARAY A.Ş. - ATİKER KONYASPOR,2016/17,h_in0,JOSUE FILIPE SOARES PESQUEIRA 46
22955,1505,GALATASARAY A.Ş.,ATİKER KONYASPOR,GALATASARAY A.Ş. - ATİKER KONYASPOR,2017/18,h_in0,SİNAN GÜMÜŞ 46
23578,178,GALATASARAY A.Ş.,ATİKER KONYASPOR,GALATASARAY A.Ş. - ATİKER KONYASPOR,2018/19,h_in1,CELİL YÜKSEL 81.dk
24526,1126,GALATASARAY A.Ş.,ATİKER KONYASPOR,GALATASARAY A.Ş. - ATİKER KONYASPOR,2016/17,h_in1,EREN DERDİYOK 86
24905,1505,GALATASARAY A.Ş.,ATİKER KONYASPOR,GALATASARAY A.Ş. - ATİKER KONYASPOR,2017/18,h_in1,MARTIN LINNES 46
26476,1126,GALATASARAY A.Ş.,ATİKER KONYASPOR,GALATASARAY A.Ş. - ATİKER KONYASPOR,2016/17,h_in2,YASİN ÖZTEKİN 67.dk
26855,1505,GALATASARAY A.Ş.,ATİKER KONYASPOR,GALATASARAY A.Ş. - ATİKER KONYASPOR,2017/18,h_in2,AHMET YILMAZ ÇALIK 84.dk
178,178,GALATASARAY A.Ş.,ATİKER KONYASPOR,GALATASARAY A.Ş. - ATİKER KONYASPOR,2018/19,h_out0,SELÇUK İNAN 67
1126,1126,GALATASARAY A.Ş.,ATİKER KONYASPOR,GALATASARAY A.Ş. - ATİKER KONYASPOR,2016/17,h_out0,WESLEY SNEİJDER 46
1505,1505,GALATASARAY A.Ş.,ATİKER KONYASPOR,GALATASARAY A.Ş. - ATİKER KONYASPOR,2017/18,h_out0,RYAN HENK DONK 46
2128,178,GALATASARAY A.Ş.,ATİKER KONYASPOR,GALATASARAY A.Ş. - ATİKER KONYASPOR,2018/19,h_out1,FERNANDO FRANCISCO REGES 81
3076,1126,GALATASARAY A.Ş.,ATİKER KONYASPOR,GALATASARAY A.Ş. - ATİKER KONYASPOR,2016/17,h_out1,SİNAN GÜMÜŞ 86
3455,1505,GALATASARAY A.Ş.,ATİKER KONYASPOR,GALATASARAY A.Ş. - ATİKER KONYASPOR,2017/18,h_out1,MARIANO FERREIRA FILHO 46
4078,178,GALATASARAY A.Ş.,ATİKER KONYASPOR,GALATASARAY A.Ş. - ATİKER KONYASPOR,2018/19,h_out2,
5026,1126,GALATASARAY A.Ş.,ATİKER KONYASPOR,GALATASARAY A.Ş. - ATİKER KONYASPOR,2016/17,h_out2,LUKAS JOSEF PODOLSKI 67
5405,1505,GALATASARAY A.Ş.,ATİKER KONYASPOR,GALATASARAY A.Ş. - ATİKER KONYASPOR,2017/18,h_out2,SOFIANE FEGHOULI 84
6976,1126,GALATASARAY A.Ş.,ATİKER KONYASPOR,GALATASARAY A.Ş. - ATİKER KONYASPOR,2016/17,h_out3,
7355,1505,GALATASARAY A.Ş.,ATİKER KONYASPOR,GALATASARAY A.Ş. - ATİKER KONYASPOR,2017/18,h_out3,
31318,118,GALATASARAY A.Ş.,AYTEMİZ ALANYASPOR,GALATASARAY A.Ş. - AYTEMİZ ALANYASPOR,2018/19,a_in0,FILIPE AUGUSTO CARVALHO SOUZA 70
31588,388,GALATASARAY A.Ş.,AYTEMİZ ALANYASPOR,GALATASARAY A.Ş. - AYTEMİZ ALANYASPOR,2019/20,a_in0,SALİH UÇAN 62
32014,814,GALATASARAY A.Ş.,AYTEMİZ ALANYASPOR,GALATASARAY A.Ş. - AYTEMİZ ALANYASPOR,2020/21,a_in0,EFKAN BEKİROĞLU 69
32319,1119,GALATASARAY A.Ş.,AYTEMİZ ALANYASPOR,GALATASARAY A.Ş. - AYTEMİZ ALANYASPOR,2016/17,a_in0,JONATHAN SERGE FOLLY AYITE 55
32823,1623,GALATASARAY A.Ş.,AYTEMİZ ALANYASPOR,GALATASARAY A.Ş. - AYTEMİZ ALANYASPOR,2017/18,a_in0,CHISAMBA LUNGU 29
33268,118,GALATASARAY A.Ş.,AYTEMİZ ALANYASPOR,GALATASARAY A.Ş. - AYTEMİZ ALANYASPOR,2018/19,a_in1,SERGES FLAVIER MBILLA ETAME 46
33538,388,GALATASARAY A.Ş.,AYTEMİZ ALANYASPOR,GALATASARAY A.Ş. - AYTEMİZ ALANYASPOR,2019/20,a_in1,ONUR BULUT 72
33964,814,GALATASARAY A.Ş.,AYTEMİZ ALANYASPOR,GALATASARAY A.Ş. - AYTEMİZ ALANYASPOR,2020/21,a_in1,BERKAN İSMAİL KUTLU 90+2
34269,1119,GALATASARAY A.Ş.,AYTEMİZ ALANYASPOR,GALATASARAY A.Ş. - AYTEMİZ ALANYASPOR,2016/17,a_in1,GÖKAY IRAVUL 85
34773,1623,GALATASARAY A.Ş.,AYTEMİZ ALANYASPOR,GALATASARAY A.Ş. - AYTEMİZ ALANYASPOR,2017/18,a_in1,BERKAN EMİR 64
35218,118,GALATASARAY A.Ş.,AYTEMİZ ALANYASPOR,GALATASARAY A.Ş. - AYTEMİZ ALANYASPOR,2018/19,a_in2,HASAN AYAROĞLU 58.dk
35488,388,GALATASARAY A.Ş.,AYTEMİZ ALANYASPOR,GALATASARAY A.Ş. - AYTEMİZ ALANYASPOR,2019/20,a_in2,MUSA ÇAĞIRAN 88.dk
35914,814,GALATASARAY A.Ş.,AYTEMİZ ALANYASPOR,GALATASARAY A.Ş. - AYTEMİZ ALANYASPOR,2020/21,a_in2,TAYFUR BİNGÖL 78
36219,1119,GALATASARAY A.Ş.,AYTEMİZ ALANYASPOR,GALATASARAY A.Ş. - AYTEMİZ ALANYASPOR,2016/17,a_in2,ERHAN KARTAL 57.dk
36723,1623,GALATASARAY A.Ş.,AYTEMİZ ALANYASPOR,GALATASARAY A.Ş. - AYTEMİZ ALANYASPOR,2017/18,a_in2,CENK AHMET ALKILIÇ 77.dk
37864,814,GALATASARAY A.Ş.,AYTEMİZ ALANYASPOR,GALATASARAY A.Ş. - AYTEMİZ ALANYASPOR,2020/21,a_in3,MUSTAFA PEKTEMEK 69.dk
11818,118,GALATASARAY A.Ş.,AYTEMİZ ALANYASPOR,GALATASARAY A.Ş. - AYTEMİZ ALANYASPOR,2018/19,a_out0,EFECAN KARACA 70
12088,388,GALATASARAY A.Ş.,AYTEMİZ ALANYASPOR,GALATASARAY A.Ş. - AYTEMİZ ALANYASPOR,2019/20,a_out0,CEYHUN GÜLSELAM 62
12514,814,GALATASARAY A.Ş.,AYTEMİZ ALANYASPOR,GALATASARAY A.Ş. - AYTEMİZ ALANYASPOR,2020/21,a_out0,SALİH UÇAN 69
12819,1119,GALATASARAY A.Ş.,AYTEMİZ ALANYASPOR,GALATASARAY A.Ş. - AYTEMİZ ALANYASPOR,2016/17,a_out0,EFECAN KARACA 55
13323,1623,GALATASARAY A.Ş.,AYTEMİZ ALANYASPOR,GALATASARAY A.Ş. - AYTEMİZ ALANYASPOR,2017/18,a_out0,SERGES FLAVIER MBILLA ETAME 29
13768,118,GALATASARAY A.Ş.,AYTEMİZ ALANYASPOR,GALATASARAY A.Ş. - AYTEMİZ ALANYASPOR,2018/19,a_out1,DEYVISON ROGERIO DA SILVA 46
14038,388,GALATASARAY A.Ş.,AYTEMİZ ALANYASPOR,GALATASARAY A.Ş. - AYTEMİZ ALANYASPOR,2019/20,a_out1,ANTENOR JUNIOR FERNANDES DA SILVA VITORIA 72
14464,814,GALATASARAY A.Ş.,AYTEMİZ ALANYASPOR,GALATASARAY A.Ş. - AYTEMİZ ALANYASPOR,2020/21,a_out1,EMMANOUIL SIOPIS 90+2
14769,1119,GALATASARAY A.Ş.,AYTEMİZ ALANYASPOR,GALATASARAY A.Ş. - AYTEMİZ ALANYASPOR,2016/17,a_out1,SAJAD SHAHBAZZADEHGALINBOLAGH 85
15273,1623,GALATASARAY A.Ş.,AYTEMİZ ALANYASPOR,GALATASARAY A.Ş. - AYTEMİZ ALANYASPOR,2017/18,a_out1,ISAAC SACKEY 64
15718,118,GALATASARAY A.Ş.,AYTEMİZ ALANYASPOR,GALATASARAY A.Ş. - AYTEMİZ ALANYASPOR,2018/19,a_out2,DJALMA BRAUNE MANUEL ABEL CAMPOS 58.dk
15988,388,GALATASARAY A.Ş.,AYTEMİZ ALANYASPOR,GALATASARAY A.Ş. - AYTEMİZ ALANYASPOR,2019/20,a_out2,EMMANOUIL SIOPIS 88.dk
16414,814,GALATASARAY A.Ş.,AYTEMİZ ALANYASPOR,GALATASARAY A.Ş. - AYTEMİZ ALANYASPOR,2020/21,a_out2,ADAM FERNANDO BAREIRO GAMARRA 78
16719,1119,GALATASARAY A.Ş.,AYTEMİZ ALANYASPOR,GALATASARAY A.Ş. - AYTEMİZ ALANYASPOR,2016/17,a_out2,LAMİNE GASSAMA 57.dk
17223,1623,GALATASARAY A.Ş.,AYTEMİZ ALANYASPOR,GALATASARAY A.Ş. - AYTEMİZ ALANYASPOR,2017/18,a_out2,IOANNIS MANIATIS 77.dk
18364,814,GALATASARAY A.Ş.,AYTEMİZ ALANYASPOR,GALATASARAY A.Ş. - AYTEMİZ ALANYASPOR,2020/21,a_out3,ELHADJI BABACAR KHOUMA 69.dk
21568,118,GALATASARAY A.Ş.,AYTEMİZ ALANYASPOR,GALATASARAY A.Ş. - AYTEMİZ ALANYASPOR,2018/19,h_in0,MUĞDAT ÇELİK 72
21838,388,GALATASARAY A.Ş.,AYTEMİZ ALANYASPOR,GALATASARAY A.Ş. - AYTEMİZ ALANYASPOR,2019/20,h_in0,RADAMEL FALCAO GARCIA ZARATE 78
22264,814,GALATASARAY A.Ş.,AYTEMİZ ALANYASPOR,GALATASARAY A.Ş. - AYTEMİZ ALANYASPOR,2020/21,h_in0,MBAYE DIAGNE 83
22569,1119,GALATASARAY A.Ş.,AYTEMİZ ALANYASPOR,GALATASARAY A.Ş. - AYTEMİZ ALANYASPOR,2016/17,h_in0,HAMİT ALTINTOP 46
23073,1623,GALATASARAY A.Ş.,AYTEMİZ ALANYASPOR,GALATASARAY A.Ş. - AYTEMİZ ALANYASPOR,2017/18,h_in0,MARTIN LINNES 70
23518,118,GALATASARAY A.Ş.,AYTEMİZ ALANYASPOR,GALATASARAY A.Ş. - AYTEMİZ ALANYASPOR,2018/19,h_in1,OZAN MUHAMMED KABAK 85
23788,388,GALATASARAY A.Ş.,AYTEMİZ ALANYASPOR,GALATASARAY A.Ş. - AYTEMİZ ALANYASPOR,2019/20,h_in1,JAKUP JİMMY DURMAZ 74
24214,814,GALATASARAY A.Ş.,AYTEMİZ ALANYASPOR,GALATASARAY A.Ş. - AYTEMİZ ALANYASPOR,2020/21,h_in1,RYAN HENK DONK 83
24519,1119,GALATASARAY A.Ş.,AYTEMİZ ALANYASPOR,GALATASARAY A.Ş. - AYTEMİZ ALANYASPOR,2016/17,h_in1,JOSUE FILIPE SOARES PESQUEIRA 71.dk
25023,1623,GALATASARAY A.Ş.,AYTEMİZ ALANYASPOR,GALATASARAY A.Ş. - AYTEMİZ ALANYASPOR,2017/18,h_in1,KORAY GÜNTER 90
25468,118,GALATASARAY A.Ş.,AYTEMİZ ALANYASPOR,GALATASARAY A.Ş. - AYTEMİZ ALANYASPOR,2018/19,h_in2,YUNUS AKGÜN 82.dk
25738,388,GALATASARAY A.Ş.,AYTEMİZ ALANYASPOR,GALATASARAY A.Ş. - AYTEMİZ ALANYASPOR,2019/20,h_in2,TAYLAN ANTALYALI 83.dk
26164,814,GALATASARAY A.Ş.,AYTEMİZ ALANYASPOR,GALATASARAY A.Ş. - AYTEMİZ ALANYASPOR,2020/21,h_in2,ÖMER BAYRAM 46
26973,1623,GALATASARAY A.Ş.,AYTEMİZ ALANYASPOR,GALATASARAY A.Ş. - AYTEMİZ ALANYASPOR,2017/18,h_in2,AHMET YILMAZ ÇALIK 90.dk
28114,814,GALATASARAY A.Ş.,AYTEMİZ ALANYASPOR,GALATASARAY A.Ş. - AYTEMİZ ALANYASPOR,2020/21,h_in3,ARDA TURAN 90
30064,814,GALATASARAY A.Ş.,AYTEMİZ ALANYASPOR,GALATASARAY A.Ş. - AYTEMİZ ALANYASPOR,2020/21,h_in4,YOUNES BELHANDA 46.dk
118,118,GALATASARAY A.Ş.,AYTEMİZ ALANYASPOR,GALATASARAY A.Ş. - AYTEMİZ ALANYASPOR,2018/19,h_out0,SİNAN GÜMÜŞ 72
388,388,GALATASARAY A.Ş.,AYTEMİZ ALANYASPOR,GALATASARAY A.Ş. - AYTEMİZ ALANYASPOR,2019/20,h_out0,ADEM BÜYÜK 78
814,814,GALATASARAY A.Ş.,AYTEMİZ ALANYASPOR,GALATASARAY A.Ş. - AYTEMİZ ALANYASPOR,2020/21,h_out0,TAYLAN ANTALYALI 83
1119,1119,GALATASARAY A.Ş.,AYTEMİZ ALANYASPOR,GALATASARAY A.Ş. - AYTEMİZ ALANYASPOR,2016/17,h_out0,SELÇUK İNAN 46
1623,1623,GALATASARAY A.Ş.,AYTEMİZ ALANYASPOR,GALATASARAY A.Ş. - AYTEMİZ ALANYASPOR,2017/18,h_out0,IASMIN LATOVLEVICI 70
2068,118,GALATASARAY A.Ş.,AYTEMİZ ALANYASPOR,GALATASARAY A.Ş. - AYTEMİZ ALANYASPOR,2018/19,h_out1,FERNANDO FRANCISCO REGES 85
2338,388,GALATASARAY A.Ş.,AYTEMİZ ALANYASPOR,GALATASARAY A.Ş. - AYTEMİZ ALANYASPOR,2019/20,h_out1,ÖMER BAYRAM 74
2764,814,GALATASARAY A.Ş.,AYTEMİZ ALANYASPOR,GALATASARAY A.Ş. - AYTEMİZ ALANYASPOR,2020/21,h_out1,EMRE KILINÇ 83
3069,1119,GALATASARAY A.Ş.,AYTEMİZ ALANYASPOR,GALATASARAY A.Ş. - AYTEMİZ ALANYASPOR,2016/17,h_out1,EREN DERDİYOK 71
3573,1623,GALATASARAY A.Ş.,AYTEMİZ ALANYASPOR,GALATASARAY A.Ş. - AYTEMİZ ALANYASPOR,2017/18,h_out1,PAPA ALIOUNE NDIAYE 90
4018,118,GALATASARAY A.Ş.,AYTEMİZ ALANYASPOR,GALATASARAY A.Ş. - AYTEMİZ ALANYASPOR,2018/19,h_out2,HENRY CHUKWUEMEKA ONYEKURU 82
4288,388,GALATASARAY A.Ş.,AYTEMİZ ALANYASPOR,GALATASARAY A.Ş. - AYTEMİZ ALANYASPOR,2019/20,h_out2,JEAN MICHAEL SERI 83
4714,814,GALATASARAY A.Ş.,AYTEMİZ ALANYASPOR,GALATASARAY A.Ş. - AYTEMİZ ALANYASPOR,2020/21,h_out2,EMRE AKBABA 46
5019,1119,GALATASARAY A.Ş.,AYTEMİZ ALANYASPOR,GALATASARAY A.Ş. - AYTEMİZ ALANYASPOR,2016/17,h_out2,
5523,1623,GALATASARAY A.Ş.,AYTEMİZ ALANYASPOR,GALATASARAY A.Ş. - AYTEMİZ ALANYASPOR,2017/18,h_out2,MAICON PEREIRA ROQUE 90
5968,118,GALATASARAY A.Ş.,AYTEMİZ ALANYASPOR,GALATASARAY A.Ş. - AYTEMİZ ALANYASPOR,2018/19,h_out3,
6238,388,GALATASARAY A.Ş.,AYTEMİZ ALANYASPOR,GALATASARAY A.Ş. - AYTEMİZ ALANYASPOR,2019/20,h_out3,
6664,814,GALATASARAY A.Ş.,AYTEMİZ ALANYASPOR,GALATASARAY A.Ş. - AYTEMİZ ALANYASPOR,2020/21,h_out3,RYAN GUNO BABEL 90
7473,1623,GALATASARAY A.Ş.,AYTEMİZ ALANYASPOR,GALATASARAY A.Ş. - AYTEMİZ ALANYASPOR,2017/18,h_out3,
8614,814,GALATASARAY A.Ş.,AYTEMİZ ALANYASPOR,GALATASARAY A.Ş. - AYTEMİZ ALANYASPOR,2020/21,h_out4,RADAMEL FALCAO GARCIA ZARATE 46
10564,814,GALATASARAY A.Ş.,AYTEMİZ ALANYASPOR,GALATASARAY A.Ş. - AYTEMİZ ALANYASPOR,2020/21,h_out5,
31414,214,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,2018/19,a_in0,ADRIANO CORREIA CLARO 54
31707,507,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,2019/20,a_in0,JEREMAIN MARCIANO LENS 62
32059,859,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,2020/21,a_in0,DORUKHAN TOKÖZ 61
32491,1291,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,2016/17,a_in0,ANDREAS BECK 67
32784,1584,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,2017/18,a_in0,OĞUZHAN ÖZYAKUP 81
32888,1688,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,2015/16,a_in0,GÖKHAN TÖRE 71
33364,214,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,2018/19,a_in1,RICARDO ANDRADE QUARESMA BERNARDO 56
33657,507,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,2019/20,a_in1,ABDOULAY DIABY 90
34009,859,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,2020/21,a_in1,RIDVAN YILMAZ 87
34441,1291,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,2016/17,a_in1,GÖKHAN İNLER 83
34734,1584,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,2017/18,a_in1,DOMAGOJ VIDA 60
34838,1688,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,2015/16,a_in1,CENK TOSUN 71
35314,214,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,2018/19,a_in2,SHINJI KAGAWA 75.dk
35607,507,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,2019/20,a_in2,ADEM LJAJIC 66.dk
35959,859,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,2020/21,a_in2,NECİP UYSAL 70.dk
36391,1291,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,2016/17,a_in2,TOLGAY ALİ ARSLAN 71.dk
36684,1584,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,2017/18,a_in2,JEREMAIN MARCIANO LENS 34.dk
36788,1688,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,2015/16,a_in2,NECİP UYSAL 88.dk
11914,214,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,2018/19,a_out0,GÖKHAN GÖNÜL 54
12207,507,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,2019/20,a_out0,GÖKHAN GÖNÜL 62
12559,859,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,2020/21,a_out0,GÖKHAN TÖRE 61
12991,1291,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,2016/17,a_out0,GÖKHAN GÖNÜL 67
13284,1584,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,2017/18,a_out0,TOLGAY ALİ ARSLAN 81
13388,1688,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,2015/16,a_out0,RICARDO ANDRADE QUARESMA BERNARDO 71
13864,214,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,2018/19,a_out1,CANER ERKİN 56
14157,507,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,2019/20,a_out1,GEORGES KEVIN NKOUDOU MBIDA 90
14509,859,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,2020/21,a_out1,ATIBA HUTCHINSON 87
14941,1291,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,2016/17,a_out1,OĞUZHAN ÖZYAKUP 83
