,id,home,away,exhibition,variable,goal
662,662,TRABZONSPOR A.Ş.,BEŞİKTAŞ A.Ş.,TRABZONSPOR A.Ş. - BEŞİKTAŞ A.Ş.,h_goal0,"ABDÜLKADİR ÖMÜR,86.dk"
1045,1045,TRABZONSPOR A.Ş.,BEŞİKTAŞ A.Ş.,TRABZONSPOR A.Ş. - BEŞİKTAŞ A.Ş.,h_goal0,"OKAY YOKUŞLU,25.dk"
2046,96,TRABZONSPOR A.Ş.,BEŞİKTAŞ A.Ş.,TRABZONSPOR A.Ş. - BEŞİKTAŞ A.Ş.,h_goal1," YUSUF YAZICI,77.dk"
2257,307,TRABZONSPOR A.Ş.,BEŞİKTAŞ A.Ş.,TRABZONSPOR A.Ş. - BEŞİKTAŞ A.Ş.,h_goal1," ALEXANDER SORLOTH,65.dk"
2612,662,TRABZONSPOR A.Ş.,BEŞİKTAŞ A.Ş.,TRABZONSPOR A.Ş. - BEŞİKTAŞ A.Ş.,h_goal1,
2995,1045,TRABZONSPOR A.Ş.,BEŞİKTAŞ A.Ş.,TRABZONSPOR A.Ş. - BEŞİKTAŞ A.Ş.,h_goal1," FABIAN ANDRES CASTILLO SANCHEZ,63.dk"
3996,96,TRABZONSPOR A.Ş.,BEŞİKTAŞ A.Ş.,TRABZONSPOR A.Ş. - BEŞİKTAŞ A.Ş.,h_goal2,
4207,307,TRABZONSPOR A.Ş.,BEŞİKTAŞ A.Ş.,TRABZONSPOR A.Ş. - BEŞİKTAŞ A.Ş.,h_goal2," ANTHONY NNADUZOR NWAKAEME,88.dk"
4945,1045,TRABZONSPOR A.Ş.,BEŞİKTAŞ A.Ş.,TRABZONSPOR A.Ş. - BEŞİKTAŞ A.Ş.,h_goal2," HUGO RODALLEGA MARTINEZ,65.dk"
6157,307,TRABZONSPOR A.Ş.,BEŞİKTAŞ A.Ş.,TRABZONSPOR A.Ş. - BEŞİKTAŞ A.Ş.,h_goal3,
6895,1045,TRABZONSPOR A.Ş.,BEŞİKTAŞ A.Ş.,TRABZONSPOR A.Ş. - BEŞİKTAŞ A.Ş.,h_goal3,
15834,234,TRABZONSPOR A.Ş.,BURSASPOR,TRABZONSPOR A.Ş. - BURSASPOR,a_goal0,"ALLANO BRENDON DE SOUZA LIMA,87.dk"
16829,1229,TRABZONSPOR A.Ş.,BURSASPOR,TRABZONSPOR A.Ş. - BURSASPOR,a_goal0,"CRISTOBAL ANDRES JORQUERA TORRES,61.dk"
17784,234,TRABZONSPOR A.Ş.,BURSASPOR,TRABZONSPOR A.Ş. - BURSASPOR,a_goal1,
18779,1229,TRABZONSPOR A.Ş.,BURSASPOR,TRABZONSPOR A.Ş. - BURSASPOR,a_goal1," PABLO MARTIN BATALLA,69.dk"
20729,1229,TRABZONSPOR A.Ş.,BURSASPOR,TRABZONSPOR A.Ş. - BURSASPOR,a_goal2,
234,234,TRABZONSPOR A.Ş.,BURSASPOR,TRABZONSPOR A.Ş. - BURSASPOR,h_goal0,"HUGO RODALLEGA MARTINEZ,25.dk"
1229,1229,TRABZONSPOR A.Ş.,BURSASPOR,TRABZONSPOR A.Ş. - BURSASPOR,h_goal0,"HUGO RODALLEGA MARTINEZ,55.dk"
1507,1507,TRABZONSPOR A.Ş.,BURSASPOR,TRABZONSPOR A.Ş. - BURSASPOR,h_goal0,"YUSUF YAZICI,51.dk"
1756,1756,TRABZONSPOR A.Ş.,BURSASPOR,TRABZONSPOR A.Ş. - BURSASPOR,h_goal0,"ERKAN ZENGİN,66.dk"
2184,234,TRABZONSPOR A.Ş.,BURSASPOR,TRABZONSPOR A.Ş. - BURSASPOR,h_goal1,
3179,1229,TRABZONSPOR A.Ş.,BURSASPOR,TRABZONSPOR A.Ş. - BURSASPOR,h_goal1,
3457,1507,TRABZONSPOR A.Ş.,BURSASPOR,TRABZONSPOR A.Ş. - BURSASPOR,h_goal1,
3706,1756,TRABZONSPOR A.Ş.,BURSASPOR,TRABZONSPOR A.Ş. - BURSASPOR,h_goal1,
927,927,TRABZONSPOR A.Ş.,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,TRABZONSPOR A.Ş. - BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,h_goal0,"CALEB ANSAH EKUBAN,23.dk"
2877,927,TRABZONSPOR A.Ş.,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,TRABZONSPOR A.Ş. - BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,h_goal1,
15822,222,TRABZONSPOR A.Ş.,DEMİR GRUP SİVASSPOR,TRABZONSPOR A.Ş. - DEMİR GRUP SİVASSPOR,a_goal0,"DOUGLAS PEREIRA DOS SANTOS,45+4.dk"
16023,423,TRABZONSPOR A.Ş.,DEMİR GRUP SİVASSPOR,TRABZONSPOR A.Ş. - DEMİR GRUP SİVASSPOR,a_goal0,"CANER OSMANPAŞA,43.dk"
16499,899,TRABZONSPOR A.Ş.,DEMİR GRUP SİVASSPOR,TRABZONSPOR A.Ş. - DEMİR GRUP SİVASSPOR,a_goal0,"HAKAN ARSLAN,76.dk"
17097,1497,TRABZONSPOR A.Ş.,DEMİR GRUP SİVASSPOR,TRABZONSPOR A.Ş. - DEMİR GRUP SİVASSPOR,a_goal0,"HAKAN ARSLAN,45+2.dk"
17772,222,TRABZONSPOR A.Ş.,DEMİR GRUP SİVASSPOR,TRABZONSPOR A.Ş. - DEMİR GRUP SİVASSPOR,a_goal1,
17973,423,TRABZONSPOR A.Ş.,DEMİR GRUP SİVASSPOR,TRABZONSPOR A.Ş. - DEMİR GRUP SİVASSPOR,a_goal1," MUSTAPHA YATABARE,90+2.dk"
18449,899,TRABZONSPOR A.Ş.,DEMİR GRUP SİVASSPOR,TRABZONSPOR A.Ş. - DEMİR GRUP SİVASSPOR,a_goal1,
19047,1497,TRABZONSPOR A.Ş.,DEMİR GRUP SİVASSPOR,TRABZONSPOR A.Ş. - DEMİR GRUP SİVASSPOR,a_goal1," AROUNA KONE,90+1.dk"
19923,423,TRABZONSPOR A.Ş.,DEMİR GRUP SİVASSPOR,TRABZONSPOR A.Ş. - DEMİR GRUP SİVASSPOR,a_goal2,
20997,1497,TRABZONSPOR A.Ş.,DEMİR GRUP SİVASSPOR,TRABZONSPOR A.Ş. - DEMİR GRUP SİVASSPOR,a_goal2,
222,222,TRABZONSPOR A.Ş.,DEMİR GRUP SİVASSPOR,TRABZONSPOR A.Ş. - DEMİR GRUP SİVASSPOR,h_goal0,"OLCAY ŞAHAN,7.dk"
423,423,TRABZONSPOR A.Ş.,DEMİR GRUP SİVASSPOR,TRABZONSPOR A.Ş. - DEMİR GRUP SİVASSPOR,h_goal0,"ALEXANDER SORLOTH,4.dk"
899,899,TRABZONSPOR A.Ş.,DEMİR GRUP SİVASSPOR,TRABZONSPOR A.Ş. - DEMİR GRUP SİVASSPOR,h_goal0,"CALEB ANSAH EKUBAN,45+1.dk"
2172,222,TRABZONSPOR A.Ş.,DEMİR GRUP SİVASSPOR,TRABZONSPOR A.Ş. - DEMİR GRUP SİVASSPOR,h_goal1," HUGO RODALLEGA MARTINEZ,14.dk"
2373,423,TRABZONSPOR A.Ş.,DEMİR GRUP SİVASSPOR,TRABZONSPOR A.Ş. - DEMİR GRUP SİVASSPOR,h_goal1,
2849,899,TRABZONSPOR A.Ş.,DEMİR GRUP SİVASSPOR,TRABZONSPOR A.Ş. - DEMİR GRUP SİVASSPOR,h_goal1,
4122,222,TRABZONSPOR A.Ş.,DEMİR GRUP SİVASSPOR,TRABZONSPOR A.Ş. - DEMİR GRUP SİVASSPOR,h_goal2," HUGO RODALLEGA MARTINEZ,27.dk"
6072,222,TRABZONSPOR A.Ş.,DEMİR GRUP SİVASSPOR,TRABZONSPOR A.Ş. - DEMİR GRUP SİVASSPOR,h_goal3,
17333,1733,TRABZONSPOR A.Ş.,ESKİŞEHİRSPOR,TRABZONSPOR A.Ş. - ESKİŞEHİRSPOR,a_goal0,"SEBASTIAN ANDRES PINTO PERURENA,85.dk"
19283,1733,TRABZONSPOR A.Ş.,ESKİŞEHİRSPOR,TRABZONSPOR A.Ş. - ESKİŞEHİRSPOR,a_goal1,
1733,1733,TRABZONSPOR A.Ş.,ESKİŞEHİRSPOR,TRABZONSPOR A.Ş. - ESKİŞEHİRSPOR,h_goal0,"OSCAR RENE CARDOZO MARIN,17.dk"
3683,1733,TRABZONSPOR A.Ş.,ESKİŞEHİRSPOR,TRABZONSPOR A.Ş. - ESKİŞEHİRSPOR,h_goal1," MEHMET EKİCİ,56.dk"
5633,1733,TRABZONSPOR A.Ş.,ESKİŞEHİRSPOR,TRABZONSPOR A.Ş. - ESKİŞEHİRSPOR,h_goal2," MUHAMMET BEŞİR,90+2.dk"
7583,1733,TRABZONSPOR A.Ş.,ESKİŞEHİRSPOR,TRABZONSPOR A.Ş. - ESKİŞEHİRSPOR,h_goal3,
15783,183,TRABZONSPOR A.Ş.,EVKUR YENİ MALATYASPOR,TRABZONSPOR A.Ş. - EVKUR YENİ MALATYASPOR,a_goal0,"ÖMER HASAN ŞİŞMANOĞLU,22.dk"
16987,1387,TRABZONSPOR A.Ş.,EVKUR YENİ MALATYASPOR,TRABZONSPOR A.Ş. - EVKUR YENİ MALATYASPOR,a_goal0,"KHALİD BOUTAIB,36.dk"
17733,183,TRABZONSPOR A.Ş.,EVKUR YENİ MALATYASPOR,TRABZONSPOR A.Ş. - EVKUR YENİ MALATYASPOR,a_goal1,
18937,1387,TRABZONSPOR A.Ş.,EVKUR YENİ MALATYASPOR,TRABZONSPOR A.Ş. - EVKUR YENİ MALATYASPOR,a_goal1,
183,183,TRABZONSPOR A.Ş.,EVKUR YENİ MALATYASPOR,TRABZONSPOR A.Ş. - EVKUR YENİ MALATYASPOR,h_goal0,"ANTHONY NNADUZOR NWAKAEME,31.dk"
1387,1387,TRABZONSPOR A.Ş.,EVKUR YENİ MALATYASPOR,TRABZONSPOR A.Ş. - EVKUR YENİ MALATYASPOR,h_goal0,"BURAK YILMAZ,23.dk"
2133,183,TRABZONSPOR A.Ş.,EVKUR YENİ MALATYASPOR,TRABZONSPOR A.Ş. - EVKUR YENİ MALATYASPOR,h_goal1," HUGO RODALLEGA MARTINEZ,79.dk"
3337,1387,TRABZONSPOR A.Ş.,EVKUR YENİ MALATYASPOR,TRABZONSPOR A.Ş. - EVKUR YENİ MALATYASPOR,h_goal1," YUSUF YAZICI,63.dk"
4083,183,TRABZONSPOR A.Ş.,EVKUR YENİ MALATYASPOR,TRABZONSPOR A.Ş. - EVKUR YENİ MALATYASPOR,h_goal2,
5287,1387,TRABZONSPOR A.Ş.,EVKUR YENİ MALATYASPOR,TRABZONSPOR A.Ş. - EVKUR YENİ MALATYASPOR,h_goal2," YUSUF YAZICI,66.dk"
7237,1387,TRABZONSPOR A.Ş.,EVKUR YENİ MALATYASPOR,TRABZONSPOR A.Ş. - EVKUR YENİ MALATYASPOR,h_goal3," OGENYI EDDY ONAZI,86.dk"
9187,1387,TRABZONSPOR A.Ş.,EVKUR YENİ MALATYASPOR,TRABZONSPOR A.Ş. - EVKUR YENİ MALATYASPOR,h_goal4,
735,735,TRABZONSPOR A.Ş.,FATİH KARAGÜMRÜK A.Ş.,TRABZONSPOR A.Ş. - FATİH KARAGÜMRÜK A.Ş.,h_goal0,"JORGE DJANINY TAVARES SEMEDO,15.dk"
2685,735,TRABZONSPOR A.Ş.,FATİH KARAGÜMRÜK A.Ş.,TRABZONSPOR A.Ş. - FATİH KARAGÜMRÜK A.Ş.,h_goal1," JORGE DJANINY TAVARES SEMEDO,66.dk"
4635,735,TRABZONSPOR A.Ş.,FATİH KARAGÜMRÜK A.Ş.,TRABZONSPOR A.Ş. - FATİH KARAGÜMRÜK A.Ş.,h_goal2,
15820,220,TRABZONSPOR A.Ş.,FENERBAHÇE A.Ş.,TRABZONSPOR A.Ş. - FENERBAHÇE A.Ş.,a_goal0,"MICHAEL FREY,82.dk"
16094,494,TRABZONSPOR A.Ş.,FENERBAHÇE A.Ş.,TRABZONSPOR A.Ş. - FENERBAHÇE A.Ş.,a_goal0,"MAX BENNET KRUSE,1.dk"
16364,764,TRABZONSPOR A.Ş.,FENERBAHÇE A.Ş.,TRABZONSPOR A.Ş. - FENERBAHÇE A.Ş.,a_goal0,"DIMITRIOS PELKAS,76.dk"
16908,1308,TRABZONSPOR A.Ş.,FENERBAHÇE A.Ş.,TRABZONSPOR A.Ş. - FENERBAHÇE A.Ş.,a_goal0,"JOSE FERNANDO VIANA DE SANTANA,28.dk"
17129,1529,TRABZONSPOR A.Ş.,FENERBAHÇE A.Ş.,TRABZONSPOR A.Ş. - FENERBAHÇE A.Ş.,a_goal0,"JOSEF DE SOUZA DIAS,84.dk"
17328,1728,TRABZONSPOR A.Ş.,FENERBAHÇE A.Ş.,TRABZONSPOR A.Ş. - FENERBAHÇE A.Ş.,a_goal0,"ALPER POTUK,23.dk"
17770,220,TRABZONSPOR A.Ş.,FENERBAHÇE A.Ş.,TRABZONSPOR A.Ş. - FENERBAHÇE A.Ş.,a_goal1,
18044,494,TRABZONSPOR A.Ş.,FENERBAHÇE A.Ş.,TRABZONSPOR A.Ş. - FENERBAHÇE A.Ş.,a_goal1,
18314,764,TRABZONSPOR A.Ş.,FENERBAHÇE A.Ş.,TRABZONSPOR A.Ş. - FENERBAHÇE A.Ş.,a_goal1,
18858,1308,TRABZONSPOR A.Ş.,FENERBAHÇE A.Ş.,TRABZONSPOR A.Ş. - FENERBAHÇE A.Ş.,a_goal1," MOUSSA SOW,40.dk"
19079,1529,TRABZONSPOR A.Ş.,FENERBAHÇE A.Ş.,TRABZONSPOR A.Ş. - FENERBAHÇE A.Ş.,a_goal1,
19278,1728,TRABZONSPOR A.Ş.,FENERBAHÇE A.Ş.,TRABZONSPOR A.Ş. - FENERBAHÇE A.Ş.,a_goal1," VOLKAN ŞEN,27.dk"
20808,1308,TRABZONSPOR A.Ş.,FENERBAHÇE A.Ş.,TRABZONSPOR A.Ş. - FENERBAHÇE A.Ş.,a_goal2," JEREMAIN MARCIANO LENS,66.dk"
21228,1728,TRABZONSPOR A.Ş.,FENERBAHÇE A.Ş.,TRABZONSPOR A.Ş. - FENERBAHÇE A.Ş.,a_goal2," LUIZ CARLOS ALMEIDA DA CUNHA,57.dk"
22758,1308,TRABZONSPOR A.Ş.,FENERBAHÇE A.Ş.,TRABZONSPOR A.Ş. - FENERBAHÇE A.Ş.,a_goal3,
23178,1728,TRABZONSPOR A.Ş.,FENERBAHÇE A.Ş.,TRABZONSPOR A.Ş. - FENERBAHÇE A.Ş.,a_goal3," ROBIN VAN PERSIE,62.dk"
25128,1728,TRABZONSPOR A.Ş.,FENERBAHÇE A.Ş.,TRABZONSPOR A.Ş. - FENERBAHÇE A.Ş.,a_goal4,
220,220,TRABZONSPOR A.Ş.,FENERBAHÇE A.Ş.,TRABZONSPOR A.Ş. - FENERBAHÇE A.Ş.,h_goal0,"FILIP NOVAK,50.dk"
494,494,TRABZONSPOR A.Ş.,FENERBAHÇE A.Ş.,TRABZONSPOR A.Ş. - FENERBAHÇE A.Ş.,h_goal0,"ALEXANDER SORLOTH,15.dk"
1529,1529,TRABZONSPOR A.Ş.,FENERBAHÇE A.Ş.,TRABZONSPOR A.Ş. - FENERBAHÇE A.Ş.,h_goal0,"BURAK YILMAZ,58.dk"
2170,220,TRABZONSPOR A.Ş.,FENERBAHÇE A.Ş.,TRABZONSPOR A.Ş. - FENERBAHÇE A.Ş.,h_goal1," JOSE ERNESTO SOSA,75.dk"
2444,494,TRABZONSPOR A.Ş.,FENERBAHÇE A.Ş.,TRABZONSPOR A.Ş. - FENERBAHÇE A.Ş.,h_goal1," FILIP NOVAK,32.dk"
3479,1529,TRABZONSPOR A.Ş.,FENERBAHÇE A.Ş.,TRABZONSPOR A.Ş. - FENERBAHÇE A.Ş.,h_goal1,
4120,220,TRABZONSPOR A.Ş.,FENERBAHÇE A.Ş.,TRABZONSPOR A.Ş. - FENERBAHÇE A.Ş.,h_goal2,
4394,494,TRABZONSPOR A.Ş.,FENERBAHÇE A.Ş.,TRABZONSPOR A.Ş. - FENERBAHÇE A.Ş.,h_goal2,
16152,552,TRABZONSPOR A.Ş.,FRAPORT-TAV ANTALYASPOR,TRABZONSPOR A.Ş. - FRAPORT-TAV ANTALYASPOR,a_goal0,"UFUK AKYOL,8.dk"
16259,659,TRABZONSPOR A.Ş.,FRAPORT-TAV ANTALYASPOR,TRABZONSPOR A.Ş. - FRAPORT-TAV ANTALYASPOR,a_goal0,"AMILTON MINERVINO DA SILVA,66.dk"
18102,552,TRABZONSPOR A.Ş.,FRAPORT-TAV ANTALYASPOR,TRABZONSPOR A.Ş. - FRAPORT-TAV ANTALYASPOR,a_goal1," YEKTA KURTULUŞ,66.dk"
18209,659,TRABZONSPOR A.Ş.,FRAPORT-TAV ANTALYASPOR,TRABZONSPOR A.Ş. - FRAPORT-TAV ANTALYASPOR,a_goal1,
20052,552,TRABZONSPOR A.Ş.,FRAPORT-TAV ANTALYASPOR,TRABZONSPOR A.Ş. - FRAPORT-TAV ANTALYASPOR,a_goal2,
552,552,TRABZONSPOR A.Ş.,FRAPORT-TAV ANTALYASPOR,TRABZONSPOR A.Ş. - FRAPORT-TAV ANTALYASPOR,h_goal0,"JOSE ERNESTO SOSA,15.dk"
659,659,TRABZONSPOR A.Ş.,FRAPORT-TAV ANTALYASPOR,TRABZONSPOR A.Ş. - FRAPORT-TAV ANTALYASPOR,h_goal0,"ANTHONY NNADUZOR NWAKAEME,13.dk"
2502,552,TRABZONSPOR A.Ş.,FRAPORT-TAV ANTALYASPOR,TRABZONSPOR A.Ş. - FRAPORT-TAV ANTALYASPOR,h_goal1," JOSE ERNESTO SOSA,43.dk"
2609,659,TRABZONSPOR A.Ş.,FRAPORT-TAV ANTALYASPOR,TRABZONSPOR A.Ş. - FRAPORT-TAV ANTALYASPOR,h_goal1," ABDÜLKADİR ÖMÜR,49.dk"
4452,552,TRABZONSPOR A.Ş.,FRAPORT-TAV ANTALYASPOR,TRABZONSPOR A.Ş. - FRAPORT-TAV ANTALYASPOR,h_goal2,
4559,659,TRABZONSPOR A.Ş.,FRAPORT-TAV ANTALYASPOR,TRABZONSPOR A.Ş. - FRAPORT-TAV ANTALYASPOR,h_goal2,
16171,571,TRABZONSPOR A.Ş.,GALATASARAY A.Ş.,TRABZONSPOR A.Ş. - GALATASARAY A.Ş.,a_goal0,"YUTO NAGATOMO,90.dk"
16224,624,TRABZONSPOR A.Ş.,GALATASARAY A.Ş.,TRABZONSPOR A.Ş. - GALATASARAY A.Ş.,a_goal0,"ARDA TURAN,44.dk"
16992,1392,TRABZONSPOR A.Ş.,GALATASARAY A.Ş.,TRABZONSPOR A.Ş. - GALATASARAY A.Ş.,a_goal0,"GARRY MENDES RODRIGUES,86.dk"
18121,571,TRABZONSPOR A.Ş.,GALATASARAY A.Ş.,TRABZONSPOR A.Ş. - GALATASARAY A.Ş.,a_goal1,
18174,624,TRABZONSPOR A.Ş.,GALATASARAY A.Ş.,TRABZONSPOR A.Ş. - GALATASARAY A.Ş.,a_goal1," OĞULCAN ÇAĞLAYAN,55.dk"
18942,1392,TRABZONSPOR A.Ş.,GALATASARAY A.Ş.,TRABZONSPOR A.Ş. - GALATASARAY A.Ş.,a_goal1,
20124,624,TRABZONSPOR A.Ş.,GALATASARAY A.Ş.,TRABZONSPOR A.Ş. - GALATASARAY A.Ş.,a_goal2,
263,263,TRABZONSPOR A.Ş.,GALATASARAY A.Ş.,TRABZONSPOR A.Ş. - GALATASARAY A.Ş.,h_goal0,"OGENYI EDDY ONAZI,3.dk"
571,571,TRABZONSPOR A.Ş.,GALATASARAY A.Ş.,TRABZONSPOR A.Ş. - GALATASARAY A.Ş.,h_goal0,"ALEXANDER SORLOTH,50.dk"
1115,1115,TRABZONSPOR A.Ş.,GALATASARAY A.Ş.,TRABZONSPOR A.Ş. - GALATASARAY A.Ş.,h_goal0,"DAME N'DOYE,23.dk"
1392,1392,TRABZONSPOR A.Ş.,GALATASARAY A.Ş.,TRABZONSPOR A.Ş. - GALATASARAY A.Ş.,h_goal0,"DAME N'DOYE,49.dk"
2213,263,TRABZONSPOR A.Ş.,GALATASARAY A.Ş.,TRABZONSPOR A.Ş. - GALATASARAY A.Ş.,h_goal1," ANTHONY NNADUZOR NWAKAEME,25.dk"
2521,571,TRABZONSPOR A.Ş.,GALATASARAY A.Ş.,TRABZONSPOR A.Ş. - GALATASARAY A.Ş.,h_goal1,
3065,1115,TRABZONSPOR A.Ş.,GALATASARAY A.Ş.,TRABZONSPOR A.Ş. - GALATASARAY A.Ş.,h_goal1," YUSUF YAZICI,48.dk"
3342,1392,TRABZONSPOR A.Ş.,GALATASARAY A.Ş.,TRABZONSPOR A.Ş. - GALATASARAY A.Ş.,h_goal1," YUSUF YAZICI,69.dk"
4163,263,TRABZONSPOR A.Ş.,GALATASARAY A.Ş.,TRABZONSPOR A.Ş. - GALATASARAY A.Ş.,h_goal2," ANTHONY NNADUZOR NWAKAEME,45+2.dk"
5015,1115,TRABZONSPOR A.Ş.,GALATASARAY A.Ş.,TRABZONSPOR A.Ş. - GALATASARAY A.Ş.,h_goal2,
5292,1392,TRABZONSPOR A.Ş.,GALATASARAY A.Ş.,TRABZONSPOR A.Ş. - GALATASARAY A.Ş.,h_goal2,
6113,263,TRABZONSPOR A.Ş.,GALATASARAY A.Ş.,TRABZONSPOR A.Ş. - GALATASARAY A.Ş.,h_goal3," CALEB ANSAH EKUBAN,90+3.dk"
8063,263,TRABZONSPOR A.Ş.,GALATASARAY A.Ş.,TRABZONSPOR A.Ş. - GALATASARAY A.Ş.,h_goal4,
15910,310,TRABZONSPOR A.Ş.,GAZİANTEP FUTBOL KULÜBÜ A.Ş.,TRABZONSPOR A.Ş. - GAZİANTEP FUTBOL KULÜBÜ A.Ş.,a_goal0,"JEFFERSON NOGUEIRA JUNIOR,54.dk"
17860,310,TRABZONSPOR A.Ş.,GAZİANTEP FUTBOL KULÜBÜ A.Ş.,TRABZONSPOR A.Ş. - GAZİANTEP FUTBOL KULÜBÜ A.Ş.,a_goal1,
310,310,TRABZONSPOR A.Ş.,GAZİANTEP FUTBOL KULÜBÜ A.Ş.,TRABZONSPOR A.Ş. - GAZİANTEP FUTBOL KULÜBÜ A.Ş.,h_goal0,"DANIEL ANDRE STURRIDGE,9.dk"
994,994,TRABZONSPOR A.Ş.,GAZİANTEP FUTBOL KULÜBÜ A.Ş.,TRABZONSPOR A.Ş. - GAZİANTEP FUTBOL KULÜBÜ A.Ş.,h_goal0,"ANASTASIOS BAKASETAS,67.dk"
2260,310,TRABZONSPOR A.Ş.,GAZİANTEP FUTBOL KULÜBÜ A.Ş.,TRABZONSPOR A.Ş. - GAZİANTEP FUTBOL KULÜBÜ A.Ş.,h_goal1," ALEXANDER SORLOTH,14.dk"
2944,994,TRABZONSPOR A.Ş.,GAZİANTEP FUTBOL KULÜBÜ A.Ş.,TRABZONSPOR A.Ş. - GAZİANTEP FUTBOL KULÜBÜ A.Ş.,h_goal1,
4210,310,TRABZONSPOR A.Ş.,GAZİANTEP FUTBOL KULÜBÜ A.Ş.,TRABZONSPOR A.Ş. - GAZİANTEP FUTBOL KULÜBÜ A.Ş.,h_goal2," JOSE ERNESTO SOSA,75.dk"
6160,310,TRABZONSPOR A.Ş.,GAZİANTEP FUTBOL KULÜBÜ A.Ş.,TRABZONSPOR A.Ş. - GAZİANTEP FUTBOL KULÜBÜ A.Ş.,h_goal3," YUSUF SARI,80.dk"
8110,310,TRABZONSPOR A.Ş.,GAZİANTEP FUTBOL KULÜBÜ A.Ş.,TRABZONSPOR A.Ş. - GAZİANTEP FUTBOL KULÜBÜ A.Ş.,h_goal4,
17304,1704,TRABZONSPOR A.Ş.,GAZİANTEPSPOR,TRABZONSPOR A.Ş. - GAZİANTEPSPOR,a_goal0,"ORKAN ÇINAR,32.dk"
19254,1704,TRABZONSPOR A.Ş.,GAZİANTEPSPOR,TRABZONSPOR A.Ş. - GAZİANTEPSPOR,a_goal1," DANIEL ALEXANDER LARSSON,52.dk"
21204,1704,TRABZONSPOR A.Ş.,GAZİANTEPSPOR,TRABZONSPOR A.Ş. - GAZİANTEPSPOR,a_goal2,
1173,1173,TRABZONSPOR A.Ş.,GAZİANTEPSPOR,TRABZONSPOR A.Ş. - GAZİANTEPSPOR,h_goal0,"FABIAN ANDRES CASTILLO SANCHEZ,15.dk"
1704,1704,TRABZONSPOR A.Ş.,GAZİANTEPSPOR,TRABZONSPOR A.Ş. - GAZİANTEPSPOR,h_goal0,"AYKUT DEMİR,61.dk"
3123,1173,TRABZONSPOR A.Ş.,GAZİANTEPSPOR,TRABZONSPOR A.Ş. - GAZİANTEPSPOR,h_goal1," YUSUF YAZICI,27.dk"
3654,1704,TRABZONSPOR A.Ş.,GAZİANTEPSPOR,TRABZONSPOR A.Ş. - GAZİANTEPSPOR,h_goal1," OSCAR RENE CARDOZO MARIN,74.dk"
5073,1173,TRABZONSPOR A.Ş.,GAZİANTEPSPOR,TRABZONSPOR A.Ş. - GAZİANTEPSPOR,h_goal2," FABIAN ANDRES CASTILLO SANCHEZ,49.dk"
5604,1704,TRABZONSPOR A.Ş.,GAZİANTEPSPOR,TRABZONSPOR A.Ş. - GAZİANTEPSPOR,h_goal2,
7023,1173,TRABZONSPOR A.Ş.,GAZİANTEPSPOR,TRABZONSPOR A.Ş. - GAZİANTEPSPOR,h_goal3," UĞUR DEMİROK,73.dk"
8973,1173,TRABZONSPOR A.Ş.,GAZİANTEPSPOR,TRABZONSPOR A.Ş. - GAZİANTEPSPOR,h_goal4,
15928,328,TRABZONSPOR A.Ş.,GENÇLERBİRLİĞİ,TRABZONSPOR A.Ş. - GENÇLERBİRLİĞİ,a_goal0,"SORİN BOGDAN STANCU,44.dk"
16303,703,TRABZONSPOR A.Ş.,GENÇLERBİRLİĞİ,TRABZONSPOR A.Ş. - GENÇLERBİRLİĞİ,a_goal0,"FLOYD AMA NINO AYITE,52.dk"
17020,1420,TRABZONSPOR A.Ş.,GENÇLERBİRLİĞİ,TRABZONSPOR A.Ş. - GENÇLERBİRLİĞİ,a_goal0,"AHMET İLHAN ÖZEK,6.dk"
17878,328,TRABZONSPOR A.Ş.,GENÇLERBİRLİĞİ,TRABZONSPOR A.Ş. - GENÇLERBİRLİĞİ,a_goal1," STEPHANE SESSEGNON,84.dk"
18253,703,TRABZONSPOR A.Ş.,GENÇLERBİRLİĞİ,TRABZONSPOR A.Ş. - GENÇLERBİRLİĞİ,a_goal1,
18970,1420,TRABZONSPOR A.Ş.,GENÇLERBİRLİĞİ,TRABZONSPOR A.Ş. - GENÇLERBİRLİĞİ,a_goal1,
19828,328,TRABZONSPOR A.Ş.,GENÇLERBİRLİĞİ,TRABZONSPOR A.Ş. - GENÇLERBİRLİĞİ,a_goal2,
328,328,TRABZONSPOR A.Ş.,GENÇLERBİRLİĞİ,TRABZONSPOR A.Ş. - GENÇLERBİRLİĞİ,h_goal0,"FILIP NOVAK,17.dk"
703,703,TRABZONSPOR A.Ş.,GENÇLERBİRLİĞİ,TRABZONSPOR A.Ş. - GENÇLERBİRLİĞİ,h_goal0,"CALEB ANSAH EKUBAN,44.dk"
1420,1420,TRABZONSPOR A.Ş.,GENÇLERBİRLİĞİ,TRABZONSPOR A.Ş. - GENÇLERBİRLİĞİ,h_goal0,"OLCAY ŞAHAN,53.dk"
1835,1835,TRABZONSPOR A.Ş.,GENÇLERBİRLİĞİ,TRABZONSPOR A.Ş. - GENÇLERBİRLİĞİ,h_goal0,"MEHMET EKİCİ,90+2.dk"
