,id,home,away,exhibition,variable,sub_player
6357,507,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,h_sub3,SELÇUK İNAN
507,507,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,h_sub0,OKAN KOCUK
23138,1688,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,a_sub1,ALEXIS RUANO DELGADO
35607,507,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,a_sub8,KARTAL KAYRA YILMAZ
35314,214,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,a_sub8,RICARDO ANDRADE QUARESMA BERNARDO
7141,1291,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,h_sub3,GARRY MENDES RODRIGUES
5191,1291,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,h_sub2,EREN DERDİYOK
32888,1688,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,a_sub6,CENK TOSUN
13284,1584,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,h_sub6,SİNAN GÜMÜŞ
37557,507,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,a_sub9,ABDOULAY DIABY
22309,859,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,a_sub1,UTKU YUVAKURAN
4407,507,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,h_sub2,AHMET YILMAZ ÇALIK
8014,214,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,h_sub4,ÖMER BAYRAM
26641,1291,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,a_sub3,TOLGAY ALİ ARSLAN
16107,507,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,h_sub8,FLORIN ANDONE
28884,1584,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,a_sub4,NECİP UYSAL
6064,214,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,h_sub3,MARTIN LINNES
29464,214,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,a_sub5,OĞUZHAN ÖZYAKUP
8307,507,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,h_sub4,YUNUS AKGÜN
26934,1584,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,a_sub3,FATİH AKSOY
15234,1584,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,h_sub7,MARTIN LINNES
27038,1688,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,a_sub3,SERDAR KURTULUŞ
32491,1291,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,a_sub6,VINCENT ABOUBAKAR
13388,1688,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,h_sub6,OLCAN ADIN
17764,214,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,h_sub9,MUĞDAT ÇELİK
2164,214,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,h_sub1,AHMET YILMAZ ÇALIK
18057,507,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,h_sub9,TAYLAN ANTALYALI
7538,1688,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,h_sub3,RYAN HENK DONK
22741,1291,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,a_sub1,MATEJ MITROVIC
9091,1291,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,h_sub4,TOLGA CİĞERCİ
4759,859,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,h_sub2,HALİL İBRAHİM DERVİŞOĞLU
13864,214,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,h_sub7,EMRE TAŞDEMİR
32784,1584,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,a_sub6,JEREMAIN MARCIANO LENS
14509,859,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,h_sub7,EMRE KILINÇ
29757,507,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,a_sub5,ADEM LJAJIC
9384,1584,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,h_sub4,SELÇUK İNAN
21957,507,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,a_sub1,ENZO PABLO ROCO ROCO
25564,214,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,a_sub3,MUHAYER OKTAY
31707,507,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,a_sub6,JEREMAIN MARCIANO LENS
12559,859,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,h_sub6,MOSTAFA MOHAMED AHMED ABDALLA
6709,859,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,h_sub3,MUHAMMED KEREM AKTÜRKOĞLU
5588,1688,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,h_sub2,UMUT BULUT
27807,507,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,a_sub4,NECİP UYSAL
33657,507,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,a_sub7,RIDVAN YILMAZ
214,214,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,h_sub0,İSMAİL ÇİPE
1291,1291,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,h_sub0,CENK GÖNEN
9488,1688,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,h_sub4,SİNAN GÜMÜŞ
15814,214,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,h_sub8,YUNUS AKGÜN
21664,214,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,a_sub1,ADRIANO CORREIA CLARO
3638,1688,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,h_sub1,BİLAL KISA
34734,1584,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,a_sub7,GÖKHAN TÖRE
21188,1688,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,a_sub0,DENYS BOIKO
33364,214,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,a_sub7,CYLE CHRISTOPHER LARIN
2457,507,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,h_sub1,ŞENER ÖZBAYRAKLI
21084,1584,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,a_sub0,TOLGA ZENGİN
34009,859,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,a_sub7,SERDAR SAATÇI
19714,214,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,a_sub0,UTKU YUVAKURAN
16459,859,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,h_sub8,ARDA TURAN
1688,1688,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,h_sub0,CENK GÖNEN
5484,1584,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,h_sub2,AHMET YILMAZ ÇALIK
25857,507,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,a_sub3,GÜVEN YALÇIN
27514,214,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,a_sub4,SHINJI KAGAWA
28988,1688,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,a_sub4,KERİM FREİ
9964,214,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,h_sub5,EMRE AKBABA
1584,1584,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,h_sub0,ERAY İŞCAN
18409,859,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,h_sub9,SOFIANE FEGHOULI
31414,214,GALATASARAY A.Ş.,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş. - BEŞİKTAŞ A.Ş.,a_sub6,GÜVEN YALÇIN
29762,512,GALATASARAY A.Ş.,BTC TURK YENİ MALATYASPOR,GALATASARAY A.Ş. - BTC TURK YENİ MALATYASPOR,a_sub5,VIDAR ÖRN KJARTANSSON
35612,512,GALATASARAY A.Ş.,BTC TURK YENİ MALATYASPOR,GALATASARAY A.Ş. - BTC TURK YENİ MALATYASPOR,a_sub8,YOUSSUF NDAYISHIMIYE
8312,512,GALATASARAY A.Ş.,BTC TURK YENİ MALATYASPOR,GALATASARAY A.Ş. - BTC TURK YENİ MALATYASPOR,h_sub4,YOUNES BELHANDA
18062,512,GALATASARAY A.Ş.,BTC TURK YENİ MALATYASPOR,GALATASARAY A.Ş. - BTC TURK YENİ MALATYASPOR,h_sub9,TAYLAN ANTALYALI
20012,512,GALATASARAY A.Ş.,BTC TURK YENİ MALATYASPOR,GALATASARAY A.Ş. - BTC TURK YENİ MALATYASPOR,a_sub0,UFUK CEYLAN
27812,512,GALATASARAY A.Ş.,BTC TURK YENİ MALATYASPOR,GALATASARAY A.Ş. - BTC TURK YENİ MALATYASPOR,a_sub4,MİTCHELL GLENN DONALD
4412,512,GALATASARAY A.Ş.,BTC TURK YENİ MALATYASPOR,GALATASARAY A.Ş. - BTC TURK YENİ MALATYASPOR,h_sub2,SELÇUK İNAN
512,512,GALATASARAY A.Ş.,BTC TURK YENİ MALATYASPOR,GALATASARAY A.Ş. - BTC TURK YENİ MALATYASPOR,h_sub0,OKAN KOCUK
16112,512,GALATASARAY A.Ş.,BTC TURK YENİ MALATYASPOR,GALATASARAY A.Ş. - BTC TURK YENİ MALATYASPOR,h_sub8,EMİN BAYRAM
12212,512,GALATASARAY A.Ş.,BTC TURK YENİ MALATYASPOR,GALATASARAY A.Ş. - BTC TURK YENİ MALATYASPOR,h_sub6,FLORIN ANDONE
10262,512,GALATASARAY A.Ş.,BTC TURK YENİ MALATYASPOR,GALATASARAY A.Ş. - BTC TURK YENİ MALATYASPOR,h_sub5,MARTIN LINNES
2462,512,GALATASARAY A.Ş.,BTC TURK YENİ MALATYASPOR,GALATASARAY A.Ş. - BTC TURK YENİ MALATYASPOR,h_sub1,AHMET YILMAZ ÇALIK
21962,512,GALATASARAY A.Ş.,BTC TURK YENİ MALATYASPOR,GALATASARAY A.Ş. - BTC TURK YENİ MALATYASPOR,a_sub1,ERKAN KAŞ
6362,512,GALATASARAY A.Ş.,BTC TURK YENİ MALATYASPOR,GALATASARAY A.Ş. - BTC TURK YENİ MALATYASPOR,h_sub3,RADAMEL FALCAO GARCIA ZARATE
14162,512,GALATASARAY A.Ş.,BTC TURK YENİ MALATYASPOR,GALATASARAY A.Ş. - BTC TURK YENİ MALATYASPOR,h_sub7,JESSE TAMUNOBARABOYE SEKIDIKA
31712,512,GALATASARAY A.Ş.,BTC TURK YENİ MALATYASPOR,GALATASARAY A.Ş. - BTC TURK YENİ MALATYASPOR,a_sub6,GHAYLEN CHAALELI
37562,512,GALATASARAY A.Ş.,BTC TURK YENİ MALATYASPOR,GALATASARAY A.Ş. - BTC TURK YENİ MALATYASPOR,a_sub9,ÖZER ÖZDEMİR
23912,512,GALATASARAY A.Ş.,BTC TURK YENİ MALATYASPOR,GALATASARAY A.Ş. - BTC TURK YENİ MALATYASPOR,a_sub2,MURAT YILDIRIM
33662,512,GALATASARAY A.Ş.,BTC TURK YENİ MALATYASPOR,GALATASARAY A.Ş. - BTC TURK YENİ MALATYASPOR,a_sub7,YİĞİTHAN GÜVELİ
25862,512,GALATASARAY A.Ş.,BTC TURK YENİ MALATYASPOR,GALATASARAY A.Ş. - BTC TURK YENİ MALATYASPOR,a_sub3,AHMED ILDIZ
26884,1534,GALATASARAY A.Ş.,BURSASPOR,GALATASARAY A.Ş. - BURSASPOR,a_sub3,FURKAN SOYALP
7716,1866,GALATASARAY A.Ş.,BURSASPOR,GALATASARAY A.Ş. - BURSASPOR,h_sub3,SİNAN GÜMÜŞ
15639,39,GALATASARAY A.Ş.,BURSASPOR,GALATASARAY A.Ş. - BURSASPOR,h_sub8,YUTO NAGATOMO
21489,39,GALATASARAY A.Ş.,BURSASPOR,GALATASARAY A.Ş. - BURSASPOR,a_sub1,ONUR ATASAYAR
7839,39,GALATASARAY A.Ş.,BURSASPOR,GALATASARAY A.Ş. - BURSASPOR,h_sub4,EREN DERDİYOK
11284,1534,GALATASARAY A.Ş.,BURSASPOR,GALATASARAY A.Ş. - BURSASPOR,h_sub5,EREN DERDİYOK
31239,39,GALATASARAY A.Ş.,BURSASPOR,GALATASARAY A.Ş. - BURSASPOR,a_sub6,ÇAĞATAY YILMAZ
30352,1102,GALATASARAY A.Ş.,BURSASPOR,GALATASARAY A.Ş. - BURSASPOR,a_sub5,SERCAN YILDIRIM
29289,39,GALATASARAY A.Ş.,BURSASPOR,GALATASARAY A.Ş. - BURSASPOR,a_sub5,FURKAN EMRE ÜNVER
19084,1534,GALATASARAY A.Ş.,BURSASPOR,GALATASARAY A.Ş. - BURSASPOR,h_sub9,IASMIN LATOVLEVICI
11739,39,GALATASARAY A.Ş.,BURSASPOR,GALATASARAY A.Ş. - BURSASPOR,h_sub6,RYAN HENK DONK
6952,1102,GALATASARAY A.Ş.,BURSASPOR,GALATASARAY A.Ş. - BURSASPOR,h_sub3,SİNAN GÜMÜŞ
29166,1866,GALATASARAY A.Ş.,BURSASPOR,GALATASARAY A.Ş. - BURSASPOR,a_sub4,LUIS JAN PIERS ADVINCULA CASTRILLON
32734,1534,GALATASARAY A.Ş.,BURSASPOR,GALATASARAY A.Ş. - BURSASPOR,a_sub6,SİNAN BAKIŞ
1102,1102,GALATASARAY A.Ş.,BURSASPOR,GALATASARAY A.Ş. - BURSASPOR,h_sub0,CENK GÖNEN
27339,39,GALATASARAY A.Ş.,BURSASPOR,GALATASARAY A.Ş. - BURSASPOR,a_sub4,ALLANO BRENDON DE SOUZA LIMA
34684,1534,GALATASARAY A.Ş.,BURSASPOR,GALATASARAY A.Ş. - BURSASPOR,a_sub7,RICARDO WILLIAM FATY
7384,1534,GALATASARAY A.Ş.,BURSASPOR,GALATASARAY A.Ş. - BURSASPOR,h_sub3,TOLGA CİĞERCİ
27216,1866,GALATASARAY A.Ş.,BURSASPOR,GALATASARAY A.Ş. - BURSASPOR,a_sub3,TOM DENISE H. DE SUTTER
1534,1534,GALATASARAY A.Ş.,BURSASPOR,GALATASARAY A.Ş. - BURSASPOR,h_sub0,ERAY İŞCAN
3052,1102,GALATASARAY A.Ş.,BURSASPOR,GALATASARAY A.Ş. - BURSASPOR,h_sub1,HAMİT ALTINTOP
5002,1102,GALATASARAY A.Ş.,BURSASPOR,GALATASARAY A.Ş. - BURSASPOR,h_sub2,EREN DERDİYOK
1866,1866,GALATASARAY A.Ş.,BURSASPOR,GALATASARAY A.Ş. - BURSASPOR,h_sub0,CENK GÖNEN
24502,1102,GALATASARAY A.Ş.,BURSASPOR,GALATASARAY A.Ş. - BURSASPOR,a_sub2,EMRE TAŞDEMİR
10852,1102,GALATASARAY A.Ş.,BURSASPOR,GALATASARAY A.Ş. - BURSASPOR,h_sub5,JOSUE FILIPE SOARES PESQUEIRA
21366,1866,GALATASARAY A.Ş.,BURSASPOR,GALATASARAY A.Ş. - BURSASPOR,a_sub0,HARUN TEKİN
11616,1866,GALATASARAY A.Ş.,BURSASPOR,GALATASARAY A.Ş. - BURSASPOR,h_sub5,OSMAN TARIK ÇAMDAL
24934,1534,GALATASARAY A.Ş.,BURSASPOR,GALATASARAY A.Ş. - BURSASPOR,a_sub2,ONUR ATASAYAR
23439,39,GALATASARAY A.Ş.,BURSASPOR,GALATASARAY A.Ş. - BURSASPOR,a_sub2,SANTIAGO VERGINI
38584,1534,GALATASARAY A.Ş.,BURSASPOR,GALATASARAY A.Ş. - BURSASPOR,a_sub9,DELARGE DZON
3484,1534,GALATASARAY A.Ş.,BURSASPOR,GALATASARAY A.Ş. - BURSASPOR,h_sub1,MARIANO FERREIRA FILHO
28834,1534,GALATASARAY A.Ş.,BURSASPOR,GALATASARAY A.Ş. - BURSASPOR,a_sub4,JIRES KEMBO EKOKO
3816,1866,GALATASARAY A.Ş.,BURSASPOR,GALATASARAY A.Ş. - BURSASPOR,h_sub1,BİLAL KISA
28402,1102,GALATASARAY A.Ş.,BURSASPOR,GALATASARAY A.Ş. - BURSASPOR,a_sub4,CRISTOBAL ANDRES JORQUERA TORRES
22984,1534,GALATASARAY A.Ş.,BURSASPOR,GALATASARAY A.Ş. - BURSASPOR,a_sub1,ALPER ADEMOĞLU
5889,39,GALATASARAY A.Ş.,BURSASPOR,GALATASARAY A.Ş. - BURSASPOR,h_sub3,SELÇUK İNAN
8902,1102,GALATASARAY A.Ş.,BURSASPOR,GALATASARAY A.Ş. - BURSASPOR,h_sub4,SEMİH KAYA
23316,1866,GALATASARAY A.Ş.,BURSASPOR,GALATASARAY A.Ş. - BURSASPOR,a_sub1,CRISTOBAL ANDRES JORQUERA TORRES
19539,39,GALATASARAY A.Ş.,BURSASPOR,GALATASARAY A.Ş. - BURSASPOR,a_sub0,MUHAMMED ŞENGEZER
39,39,GALATASARAY A.Ş.,BURSASPOR,GALATASARAY A.Ş. - BURSASPOR,h_sub0,İSMAİL ÇİPE
9334,1534,GALATASARAY A.Ş.,BURSASPOR,GALATASARAY A.Ş. - BURSASPOR,h_sub4,YASİN ÖZTEKİN
17589,39,GALATASARAY A.Ş.,BURSASPOR,GALATASARAY A.Ş. - BURSASPOR,h_sub9,MUĞDAT ÇELİK
5766,1866,GALATASARAY A.Ş.,BURSASPOR,GALATASARAY A.Ş. - BURSASPOR,h_sub2,UMUT BULUT
12802,1102,GALATASARAY A.Ş.,BURSASPOR,GALATASARAY A.Ş. - BURSASPOR,h_sub6,LUIS PEDRO CAVANDA
3939,39,GALATASARAY A.Ş.,BURSASPOR,GALATASARAY A.Ş. - BURSASPOR,h_sub2,AHMET YILMAZ ÇALIK
36634,1534,GALATASARAY A.Ş.,BURSASPOR,GALATASARAY A.Ş. - BURSASPOR,a_sub8,BARIŞ YARDIMCI
32302,1102,GALATASARAY A.Ş.,BURSASPOR,GALATASARAY A.Ş. - BURSASPOR,a_sub6,YONATHAN ALEXANDER DEL VALLE RODRIGUEZ
17134,1534,GALATASARAY A.Ş.,BURSASPOR,GALATASARAY A.Ş. - BURSASPOR,h_sub8,FERNANDO FRANCISCO REGES
13234,1534,GALATASARAY A.Ş.,BURSASPOR,GALATASARAY A.Ş. - BURSASPOR,h_sub6,SİNAN GÜMÜŞ
30784,1534,GALATASARAY A.Ş.,BURSASPOR,GALATASARAY A.Ş. - BURSASPOR,a_sub5,YUSUF ERDOĞAN
22552,1102,GALATASARAY A.Ş.,BURSASPOR,GALATASARAY A.Ş. - BURSASPOR,a_sub1,ERTUĞRUL ERSOY
33066,1866,GALATASARAY A.Ş.,BURSASPOR,GALATASARAY A.Ş. - BURSASPOR,a_sub6,TOMAS SIVOK
15184,1534,GALATASARAY A.Ş.,BURSASPOR,GALATASARAY A.Ş. - BURSASPOR,h_sub7,HAKAN KADİR BALTA
20602,1102,GALATASARAY A.Ş.,BURSASPOR,GALATASARAY A.Ş. - BURSASPOR,a_sub0,FEHMİ MERT GÜNOK
9666,1866,GALATASARAY A.Ş.,BURSASPOR,GALATASARAY A.Ş. - BURSASPOR,h_sub4,OLCAN ADIN
1989,39,GALATASARAY A.Ş.,BURSASPOR,GALATASARAY A.Ş. - BURSASPOR,h_sub1,MAICON PEREIRA ROQUE
26452,1102,GALATASARAY A.Ş.,BURSASPOR,GALATASARAY A.Ş. - BURSASPOR,a_sub3,TOMAS NECID
13689,39,GALATASARAY A.Ş.,BURSASPOR,GALATASARAY A.Ş. - BURSASPOR,h_sub7,YUNUS AKGÜN
31116,1866,GALATASARAY A.Ş.,BURSASPOR,GALATASARAY A.Ş. - BURSASPOR,a_sub5,HAJIME HOSOGAI
13566,1866,GALATASARAY A.Ş.,BURSASPOR,GALATASARAY A.Ş. - BURSASPOR,h_sub6,EMRE ÇOLAK
25389,39,GALATASARAY A.Ş.,BURSASPOR,GALATASARAY A.Ş. - BURSASPOR,a_sub3,RAMAZAN KESKİN
5434,1534,GALATASARAY A.Ş.,BURSASPOR,GALATASARAY A.Ş. - BURSASPOR,h_sub2,AHMET YILMAZ ÇALIK
33189,39,GALATASARAY A.Ş.,BURSASPOR,GALATASARAY A.Ş. - BURSASPOR,a_sub7,FURKAN SOYALP
21034,1534,GALATASARAY A.Ş.,BURSASPOR,GALATASARAY A.Ş. - BURSASPOR,a_sub0,MUHAMMED ŞENGEZER
9789,39,GALATASARAY A.Ş.,BURSASPOR,GALATASARAY A.Ş. - BURSASPOR,h_sub5,MARTIN LINNES
25266,1866,GALATASARAY A.Ş.,BURSASPOR,GALATASARAY A.Ş. - BURSASPOR,a_sub2,JUAN ISAAC CUENCA LOPEZ
35139,39,GALATASARAY A.Ş.,BURSASPOR,GALATASARAY A.Ş. - BURSASPOR,a_sub8,SORİN BOGDAN STANCU
181,181,GALATASARAY A.Ş.,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,GALATASARAY A.Ş. - BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,h_sub0,İSMAİL ÇİPE
9931,181,GALATASARAY A.Ş.,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,GALATASARAY A.Ş. - BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,h_sub5,FERNANDO FRANCISCO REGES
16552,952,GALATASARAY A.Ş.,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,GALATASARAY A.Ş. - BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,h_sub8,MUHAMMED KEREM AKTÜRKOĞLU
25531,181,GALATASARAY A.Ş.,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,GALATASARAY A.Ş. - BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,a_sub3,LENNART THY
14602,952,GALATASARAY A.Ş.,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,GALATASARAY A.Ş. - BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,h_sub7,RYAN HENK DONK
36052,952,GALATASARAY A.Ş.,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,GALATASARAY A.Ş. - BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,a_sub8,ARVYDAS NOVIKOVAS
19681,181,GALATASARAY A.Ş.,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,GALATASARAY A.Ş. - BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,a_sub0,HAKAN CANBAZOĞLU
30202,952,GALATASARAY A.Ş.,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,GALATASARAY A.Ş. - BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,a_sub5,HASAN HATİPOĞLU
31381,181,GALATASARAY A.Ş.,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,GALATASARAY A.Ş. - BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,a_sub6,SIPHIWE LAWRENCE TSHABALALA
35281,181,GALATASARAY A.Ş.,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,GALATASARAY A.Ş. - BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,a_sub8,ERHAN ÇELENK
23581,181,GALATASARAY A.Ş.,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,GALATASARAY A.Ş. - BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,a_sub2,TAYLAN ANTALYALI
34102,952,GALATASARAY A.Ş.,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,GALATASARAY A.Ş. - BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,a_sub7,ZAKARYA BERGDICH
